id,timecreated,eventname,action,target,userid,courseid,other,timestamp
10940243,2023-01-17 08:57:29,\mod_quiz\event\attempt_submitted,submitted,attempt,9146,670,"{'submitterid': '****', 'quizid': '****'}",1673945849
10940244,2023-01-17 08:57:29,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673945849
10940245,2023-01-17 08:57:36,\core\event\course_viewed,viewed,course,9146,670,,1673945856
10940246,2023-01-17 08:57:44,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673945864
10940247,2023-01-17 08:57:46,\core\event\course_viewed,viewed,course,9146,670,,1673945866
10941693,2023-01-17 09:47:13,\core\event\course_viewed,viewed,course,9146,670,,1673948833
10942189,2023-01-17 10:05:04,\core\event\course_viewed,viewed,course,9146,670,,1673949904
10942190,2023-01-17 10:05:06,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673949906
10942191,2023-01-17 10:05:09,\mod_quiz\event\attempt_reviewed,reviewed,attempt,9146,670,{'quizid': '****'},1673949909
10942210,2023-01-17 10:06:56,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673950016
10942215,2023-01-17 10:07:18,\mod_quiz\event\attempt_reviewed,reviewed,attempt,9146,670,{'quizid': '****'},1673950038
10942216,2023-01-17 10:07:18,\mod_quiz\event\attempt_reviewed,reviewed,attempt,9146,670,{'quizid': '****'},1673950038
10943105,2023-01-17 10:46:58,\core\event\course_viewed,viewed,course,9146,670,,1673952418
10943106,2023-01-17 10:46:58,\core\event\course_viewed,viewed,course,9146,670,,1673952418
10943107,2023-01-17 10:47:01,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673952421
10943108,2023-01-17 10:47:01,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673952421
10943109,2023-01-17 10:47:04,\mod_quiz\event\attempt_reviewed,reviewed,attempt,9146,670,{'quizid': '****'},1673952424
10951171,2023-01-17 16:08:35,\core\event\course_viewed,viewed,course,9146,670,,1673971715
10951172,2023-01-17 16:08:43,\mod_quiz\event\course_module_viewed,viewed,course_module,9146,670,,1673971723
10951174,2023-01-17 16:08:53,\mod_quiz\event\attempt_reviewed,reviewed,attempt,9146,670,{'quizid': '****'},1673971733
