userid,total_events,first_event,last_event,event_diversity,num_courses,active_days,avg_grade,grade_std,num_assessments
3,2.1963120284382143,1662362711,1674590226,2.6112482768008465,2.634093868771327,0.9622661503842579,-2.4214447334228124,-1.675420057319338,-1.2309871221475375
4,2.1963120284382143,1662038222,1674557248,2.6112482768008465,2.634093868771327,1.0776715483810735,-2.168945212277327,-2.042382115686888,-1.331111376971584
203,2.1963120284382143,1662454980,1674053165,2.6112482768008465,2.634093868771327,0.6929868883916885,-2.5476944939955546,-2.042382115686888,-1.331111376971584
231,2.1963120284382143,1662374274,1674569682,2.6112482768008465,2.634093868771327,0.9622661503842579,-2.168945212277327,-2.042382115686888,-1.331111376971584
702,-0.06322819368476772,1662086388,1674484921,-0.6002175990962344,2.634093868771327,1.039203082382135,-2.168945212277327,-2.042382115686888,-1.331111376971584
1821,1.9824872481487679,1662481705,1674599886,0.6843687512625979,2.634093868771327,0.9237976843853194,-2.168945212277327,-2.042382115686888,-1.331111376971584
2143,2.1375414747914077,1662441680,1674599184,1.693686597973109,2.634093868771327,0.9237976843853194,-0.9064476065499023,1.2398263150054616,-0.930614357675397
3631,2.1963120284382143,1662101597,1674594551,2.4277359410352988,2.634093868771327,1.0776715483810735,-2.5476944939955546,0.28521465263246815,-1.431235631795631
6339,2.1963120284382143,1662042880,1674467330,1.4184180943247877,2.634093868771327,1.039203082382135,1.050423682327606,-1.5929472167059304,-1.331111376971584
6968,-1.116096410080756,1662669550,1662669608,-2.160072453103388,-2.382797336335352,-2.2690849935265756,0.29292511889115125,-0.6940774187440146,-1.331111376971584
6975,-0.14950836818752686,1664304230,1674579555,-0.4167052633306869,0.6273373867286552,0.07749143240867262,-0.4115485451047519,0.9718487886106961,0.971746483981492
6976,2.0300038659908672,1662452005,1674313753,0.9596372549109191,0.6273373867286552,0.8083922863885039,0.4600203902374282,0.15331077786143274,0.17075244538911769
6985,-0.7209582196043519,1664376576,1674591254,-0.8754861027445556,-0.04158144061890193,0.07749143240867262,-0.6697293054760102,0.8881993502304883,0.8716222291574452
6996,-0.22703548150884667,1663136555,1669548383,-1.2425107742756505,-1.0449596816402376,-1.615121071544621,1.23979832318672,-1.4067851861442355,-1.2309871221475375
7004,-0.6921981614367655,1662454341,1674598560,-0.8754861027445556,-1.0449596816402376,0.9237976843853194,1.23979832318672,-1.7581345275373852,-0.4299930835551631
7006,-0.6871964121902288,1664284993,1674575591,-0.4167052633306869,-0.04158144061890193,0.11595989840761112,-0.19944894734254437,0.7715254439431957,-0.02949606425897589
7009,-0.8234940791583555,1662649268,1670524160,-0.5084614312134607,0.2928779730548767,-0.9611571495626666,1.2871419834014983,-1.4124857221877185,-0.7303658480273034
7011,-0.4446115737331958,1664191603,1674446374,-0.04968059179959199,-0.04158144061890193,0.07749143240867262,0.792185535701542,-0.7146634321578027,-0.4299930835551631
7012,-0.6771929136971553,1663233888,1674112378,-0.4167052633306869,-0.3760408542926805,0.3467706944012421,-0.6539480854044174,0.9388317395353515,-0.930614357675397
7023,-0.30581303214180067,1662795057,1674544839,0.5926125833798241,-0.3760408542926805,0.731455354390627,0.6019047960823368,0.6295841167470705,0.37100095503721126
7025,-0.23953985462518856,1662120927,1673686042,-0.23319292756513946,1.2962562140762124,0.65451842239275,0.3199786390138817,0.604378074506886,-0.12962031908302268
7030,-0.11199524883850114,1663249617,1673296634,1.0513934227936927,0.2928779730548767,0.0005545004107956408,-0.27519880368618993,1.3426496222513766,-0.3298688287311163
7041,-0.33457309030938703,1664346783,1674320386,-0.6919737669790081,-0.710500267966459,-0.03791396558814285,-0.6195163325209422,1.180428224665531,1.7727405225738666
7043,0.06931816134845648,1662728263,1674406600,0.5008564154970504,-1.0449596816402376,0.731455354390627,-0.2633628886324953,0.23780445561103414,1.6726162677498198
7044,-0.09323868916398828,1662913425,1674073613,0.4091002476142767,0.6273373867286552,0.5006445583969961,0.49876711982497063,0.7246604227206006,0.7714979743333984
7047,-0.2670494754811408,1662627724,1674583868,0.13383174396595549,0.6273373867286552,0.8468607523874424,-0.04794923465525358,0.750288102188891,0.47112520986125805
