state,action,q_value
2_2_True_0.31_2_0.65_3,Next,0.16999999999999998
2_2_True_0.48_2_0.42_3,Next,0.0
2_2_True_0.40_3_0.75_3,Stay,-0.537
2_2_True_0.47_3_0.83_3,Stay,-0.38
2_2_True_0.49_1_0.95_3,Next,0.0
0_3_True_0.61_1_0.22_2,Previous,-0.14999999999999997
0_2_True_0.66_3_0.15_1,Next,1.0
0_3_True_0.44_1_0.22_2,Go_to_high_level,0.04999999999999999
0_3_True_0.49_3_0.30_2,Stay,-0.4
0_3_True_0.63_2_0.48_20,Go_to_high_level,0.0
0_2_True_0.54_1_0.35_21,Next,0.15999999999999992
0_2_True_0.70_2_0.43_3,Previous,0.0
0_1_False_nan_0_0.15_12,Previous,-0.4
0_1_False_nan_0_0.23_6,Stay,-0.7991611728520164
0_1_False_nan_0_0.10_0,Go_to_high_level,0.6513215599000001
0_2_True_0.78_3_0.55_1,Go_to_low_level,-0.1
0_1_False_nan_0_0.40_18,Stay,-0.48468100000000003
0_1_False_nan_0_0.40_18,Previous,-0.4
0_2_True_0.68_1_0.62_19,Go_to_high_level,0.0
0_2_True_0.68_1_0.98_13,Previous,-0.4
0_1_False_nan_0_0.20_0,Go_to_low_level,-0.11297181459240002
0_1_False_nan_0_0.32_12,Stay,-0.36
0_1_False_nan_0_0.12_6,Go_to_low_level,-0.4
0_2_True_0.63_2_0.83_13,Stay,-0.4
0_1_False_nan_0_0.27_6,Go_to_high_level,0.261
0_1_False_nan_0_0.12_0,Stay,0.0
0_2_True_0.60_1_0.42_4,Go_to_low_level,-0.4
0_2_True_0.60_1_0.53_3,Stay,-0.6000000000000001
0_2_True_0.52_1_0.87_3,Previous,-0.4
0_2_True_0.35_3_0.63_3,Go_to_high_level,0.0
0_1_False_nan_0_0.63_0,Next,0.9
0_1_False_nan_0_0.90_0,Go_to_low_level,-0.4
2_2_True_0.55_2_0.30_1,Next,0.0
2_2_True_0.44_3_0.57_1,Go_to_low_level,-0.7272400000000001
2_2_True_0.48_1_0.58_1,Stay,-0.39
2_2_True_0.49_2_0.88_1,Go_to_high_level,0.0
2_2_True_0.45_3_0.88_1,Go_to_high_level,0.0
2_2_True_0.44_1_0.78_1,Go_to_low_level,-0.2700000000000001
2_2_True_0.57_2_0.43_1,Previous,-0.4
2_2_True_0.56_1_0.30_1,Stay,-0.4
0_2_True_0.71_2_0.35_3,Next,0.0
0_2_True_0.71_2_0.35_3,Go_to_high_level,0.0
0_1_False_nan_0_0.18_6,Previous,0.0
0_1_False_nan_0_0.18_6,Next,-0.021339
0_2_True_0.65_3_0.72_13,Go_to_high_level,0.1
0_3_True_0.63_1_0.37_14,Go_to_high_level,0.0
0_1_False_nan_0_0.25_12,Previous,-0.76
0_2_True_0.61_3_0.43_1,Go_to_low_level,0.0
0_3_True_0.47_1_0.50_14,Stay,-0.6000000000000001
0_3_True_0.44_2_0.22_14,Go_to_high_level,0.0
0_3_True_0.46_2_0.25_2,Go_to_low_level,-0.5
0_2_True_0.45_3_0.62_1,Stay,-0.4
0_1_False_nan_0_0.25_0,Stay,-0.036000000000000004
0_1_False_nan_0_0.25_0,Previous,0.0
0_3_True_0.49_2_0.12_2,Previous,-0.13999999999999996
0_2_True_0.55_3_0.27_1,Previous,0.0
0_3_True_0.50_1_0.23_2,Next,0.0
0_2_True_0.42_2_0.63_1,Go_to_low_level,-0.14999999999999997
0_2_True_0.67_3_0.25_1,Go_to_high_level,0.1499999999999999
2_2_True_0.58_3_0.28_3,Previous,-0.4
2_2_True_0.36_1_0.78_3,Next,0.3510000000000001
2_2_True_0.55_3_0.85_3,Stay,-0.6000000000000001
2_2_True_0.47_1_0.85_3,Go_to_low_level,-0.4
2_2_True_0.40_3_0.55_3,Go_to_low_level,-0.4
0_3_True_0.43_2_0.67_8,Go_to_low_level,-0.18
0_2_True_0.75_3_0.20_3,Next,0.0
0_2_True_0.70_3_0.60_7,Go_to_low_level,-0.4
0_2_True_0.64_3_0.22_1,Go_to_high_level,0.1
0_2_True_0.64_3_0.22_1,Previous,-0.4
0_3_True_0.52_2_0.52_8,Next,0.0
0_1_False_nan_0_0.37_0,Next,2.525052862396
1_3_True_0.32_3_0.58_2,Go_to_high_level,0.12
1_3_True_0.44_2_0.40_2,Stay,-0.32
1_3_True_0.52_3_0.37_2,Go_to_high_level,0.0
1_3_True_0.44_3_0.48_2,Previous,-0.4
1_3_True_0.42_2_0.53_2,Stay,-0.25000000000000006
1_3_True_0.57_1_0.43_2,Next,0.050000000000000044
1_2_True_0.62_1_0.85_1,Previous,-0.4
1_2_True_0.59_1_0.85_1,Previous,-0.4
1_2_True_0.46_2_0.62_1,Go_to_low_level,0.02999999999999997
1_3_True_0.49_1_0.15_2,Go_to_high_level,0.0
1_3_True_0.44_3_0.42_2,Stay,-0.6000000000000001
1_3_True_0.44_3_0.42_2,Previous,-0.29
1_3_True_0.41_3_0.47_2,Next,0.0
1_3_True_0.39_2_0.35_2,Go_to_high_level,0.17000000000000004
1_3_True_0.56_1_0.33_2,Go_to_high_level,0.0
1_3_True_0.53_1_0.32_2,Go_to_high_level,0.0
1_3_True_0.51_1_0.25_2,Go_to_low_level,-0.38
1_3_True_0.53_1_0.52_2,Stay,-0.6000000000000001
1_2_True_0.51_2_0.57_1,Stay,0.05999999999999994
1_3_True_0.57_1_0.52_2,Previous,-0.2
1_2_True_0.55_3_0.30_1,Stay,-0.4
1_1_False_nan_0_0.53_0,Next,0.9
1_1_False_nan_0_0.53_0,Go_to_low_level,0.0
0_1_False_nan_0_0.18_18,Go_to_low_level,-0.76
0_1_False_nan_0_0.12_12,Go_to_high_level,0.34390000000000004
0_1_False_nan_0_0.27_0,Go_to_high_level,0.68618940391
0_1_False_nan_0_0.40_6,Go_to_high_level,0.09
0_2_True_0.66_3_0.83_13,Next,0.12
0_2_True_0.78_3_0.33_4,Next,0.0
0_1_False_nan_0_0.13_0,Stay,-0.071911476
0_1_False_nan_0_0.13_0,Go_to_low_level,0.0
2_2_True_0.37_1_1.00_1,Previous,-0.76
2_2_True_0.37_1_1.00_1,Go_to_high_level,0.0
2_2_True_0.23_1_0.85_1,Stay,-0.5710000000000001
2_2_True_0.24_2_1.00_1,Stay,-0.6000000000000001
2_2_True_0.22_2_1.00_1,Go_to_high_level,0.24999999999999997
2_2_True_0.22_2_1.00_1,Go_to_low_level,-0.4
2_2_True_0.22_2_1.00_1,Stay,-0.3064
2_2_True_0.47_2_1.00_1,Previous,-0.7850000000000001
2_1_False_nan_0_0.62_0,Next,2.97559
2_1_False_nan_0_0.62_0,Go_to_low_level,0.0
2_2_True_0.42_2_0.75_1,Stay,-0.6000000000000001
2_2_True_0.36_2_0.43_1,Next,0.026000000000000002
2_2_True_0.35_1_0.33_1,Go_to_high_level,0.029000000000000026
1_2_True_0.60_2_0.88_3,Go_to_high_level,0.1
1_3_True_0.39_2_0.92_5,Stay,-0.33
1_3_True_0.46_3_1.00_5,Stay,-0.6000000000000001
1_3_True_0.32_3_0.82_5,Go_to_low_level,-0.4
1_2_True_0.42_1_0.33_3,Previous,0.04999999999999999
1_3_True_0.47_2_0.78_5,Go_to_high_level,0.06000000000000005
1_2_True_0.53_3_1.00_4,Go_to_low_level,-0.41
1_3_True_0.48_1_0.70_5,Next,0.0
1_3_True_0.37_2_1.00_5,Next,0.18000000000000005
1_3_True_0.55_2_1.00_5,Stay,-0.6000000000000001
1_3_True_0.39_2_1.00_5,Stay,-0.25999999999999995
1_3_True_0.53_3_1.00_5,Next,0.0
1_3_True_0.40_2_0.48_5,Stay,-0.25
1_2_True_0.55_3_0.57_3,Previous,-0.4
1_2_True_0.52_1_0.45_3,Go_to_low_level,-0.31000000000000005
1_2_True_0.61_1_0.70_3,Stay,0.040000000000000036
1_2_True_0.65_1_0.87_4,Next,1.0
1_3_True_0.29_3_0.75_5,Next,0.24000000000000005
1_2_True_0.53_1_0.65_4,Previous,0.05999999999999994
0_3_True_0.44_1_0.17_2,Go_to_low_level,-0.66
0_1_False_nan_0_0.35_0,Next,2.2945137741
0_1_False_nan_0_0.35_0,Stay,0.0
0_3_True_0.40_1_0.27_2,Stay,-0.16000000000000003
0_2_True_0.64_1_0.47_1,Go_to_low_level,0.0
0_3_True_0.47_1_0.48_2,Next,0.030000000000000027
0_2_True_0.50_2_0.37_1,Previous,0.0
0_3_True_0.50_2_0.38_2,Next,0.0
0_3_True_0.36_1_0.13_2,Next,0.0
1_2_True_0.68_2_0.20_3,Previous,-0.3900000000000001
1_2_True_0.69_1_0.23_3,Previous,0.020000000000000018
1_2_True_0.71_2_0.58_4,Go_to_low_level,-0.4
1_2_True_0.46_2_0.60_4,Go_to_low_level,-0.1
1_1_False_nan_0_0.48_12,Previous,-0.4
1_2_True_0.64_1_0.32_1,Previous,0.0
1_1_False_nan_0_0.28_18,Go_to_low_level,-0.4
1_3_True_0.60_3_0.22_2,Stay,-0.645
1_1_False_nan_0_0.60_6,Next,0.0
1_3_True_0.64_1_0.30_2,Go_to_low_level,-0.4
1_3_True_0.51_1_0.32_2,Go_to_high_level,0.0
1_1_False_nan_0_0.22_6,Next,0.0
1_2_True_0.51_1_0.55_4,Next,0.0
1_1_False_nan_0_0.38_6,Go_to_low_level,-0.4
1_1_False_nan_0_0.38_6,Stay,0.0
1_1_False_nan_0_0.28_6,Go_to_low_level,-0.36
1_3_True_0.44_1_0.15_2,Go_to_high_level,0.0
1_1_False_nan_0_0.33_0,Previous,0.0
2_2_True_0.15_1_1.00_1,Stay,-0.4
2_1_False_nan_0_0.37_0,Go_to_high_level,0.271
2_1_False_nan_0_0.37_0,Go_to_low_level,0.0
2_1_False_nan_0_0.37_0,Next,0.0
2_1_False_nan_0_0.37_0,Previous,0.0
2_2_True_0.31_2_1.00_1,Previous,-0.733
2_2_True_0.34_2_0.92_1,Next,0.0
0_2_True_0.83_2_0.33_3,Go_to_low_level,-0.1
0_1_False_nan_0_0.37_6,Stay,-0.9361350310000001
0_2_True_0.62_2_0.47_1,Previous,-0.18
0_1_False_nan_0_0.15_0,Go_to_low_level,-0.209919195
0_1_False_nan_0_0.15_0,Next,1.729
0_1_False_nan_0_0.15_0,Go_to_high_level,0.0847
0_2_True_0.69_2_0.18_4,Stay,-0.31999999999999995
0_2_True_0.77_1_0.37_3,Previous,0.0
0_2_True_0.70_1_0.23_7,Previous,0.050000000000000044
0_2_True_0.75_3_0.48_9,Next,0.18999999999999995
0_2_True_0.94_1_0.32_1,Go_to_low_level,0.0
0_3_True_0.60_1_0.58_5,Previous,-0.32999999999999996
0_3_True_0.67_1_0.33_5,Next,0.0
0_1_False_nan_0_0.23_0,Go_to_high_level,0.7241120786537352
0_3_True_0.57_3_0.35_5,Stay,-0.032400000000000005
0_3_True_0.60_3_0.43_8,Previous,-0.31999999999999995
0_2_True_0.68_1_0.60_4,Next,1.0
0_3_True_0.56_2_0.70_5,Next,0.15999999999999992
0_1_False_nan_0_0.55_0,Next,1.0
0_2_True_0.28_2_0.83_3,Go_to_low_level,-0.4
0_2_True_0.23_1_0.85_3,Go_to_low_level,-0.11999999999999998
0_2_True_0.51_2_0.52_3,Next,0.010000000000000009
0_2_True_0.52_3_1.00_3,Go_to_high_level,0.0
1_1_False_nan_0_0.35_12,Go_to_low_level,0.0
1_3_True_0.71_2_0.20_14,Go_to_high_level,0.1
1_4_True_0.63_1_1.00_16,Stay,-0.4
1_1_False_nan_0_0.37_6,Go_to_high_level,0.19
1_3_True_0.55_1_0.23_17,Previous,-0.3600000000000001
1_3_True_0.59_2_0.27_8,Go_to_low_level,0.10000000000000009
1_2_True_0.79_1_0.23_15,Next,0.0
1_2_True_0.63_2_0.58_1,Next,0.0
1_3_True_0.63_3_0.35_8,Go_to_low_level,-0.5
1_2_True_0.63_2_0.23_7,Next,0.0
1_1_False_nan_0_0.10_0,Go_to_low_level,0.0
1_2_True_0.70_1_0.38_13,Go_to_high_level,0.1
1_3_True_0.50_2_0.25_17,Previous,-0.16000000000000003
1_2_True_0.74_3_0.40_3,Go_to_high_level,0.0
0_2_True_0.68_2_0.22_3,Stay,-0.4
0_1_False_nan_0_0.32_0,Go_to_high_level,0.5695327900000001
0_1_False_nan_0_0.32_0,Go_to_low_level,0.0
2_1_False_nan_0_0.33_0,Previous,0.0
2_2_True_0.19_1_1.00_3,Stay,-0.6000000000000001
2_2_True_0.16_1_1.00_3,Stay,-0.7300000000000001
2_1_False_nan_0_0.40_0,Go_to_high_level,0.5335327900000001
2_2_True_0.48_3_1.00_3,Go_to_high_level,0.0
2_2_True_0.48_3_0.55_3,Go_to_high_level,0.0
2_2_True_0.36_2_1.00_3,Go_to_high_level,0.057744000000000004
2_2_True_0.42_3_0.90_3,Next,0.11000000000000006
2_2_True_0.29_2_0.63_3,Next,0.0
2_2_True_0.29_2_0.85_3,Next,0.18
2_2_True_0.47_1_1.00_3,Stay,-1.01914
0_1_False_nan_0_0.28_0,Go_to_low_level,-0.324
0_3_True_0.60_1_0.10_2,Next,0.0
0_1_False_nan_0_0.28_6,Next,0.055132155990000015
0_2_True_0.60_1_0.42_3,Stay,-0.13999999999999999
0_2_True_0.86_2_0.27_1,Go_to_high_level,0.1
1_3_True_0.44_2_0.45_2,Go_to_high_level,0.09000000000000002
1_1_False_nan_0_0.62_23,Previous,-0.4
1_1_False_nan_0_0.13_0,Stay,0.0
1_2_True_0.73_3_0.72_4,Go_to_high_level,0.020000000000000018
1_2_True_0.75_2_0.80_4,Next,1.0
1_3_True_0.56_1_0.75_5,Next,0.0
1_1_False_nan_0_0.23_12,Stay,-0.4
1_3_True_0.40_3_1.00_5,Previous,-0.5719000000000002
1_3_True_0.61_3_0.33_2,Next,0.0
1_3_True_0.43_1_0.88_5,Go_to_low_level,-0.26999999999999996
1_2_True_0.66_3_0.53_1,Go_to_high_level,0.0
1_2_True_0.65_1_0.28_3,Stay,0.0
1_1_False_nan_0_0.42_18,Next,0.0
1_3_True_0.68_1_1.00_5,Stay,0.0
1_1_False_nan_0_0.55_6,Previous,-0.4
0_2_True_0.88_2_0.30_3,Stay,-0.2
0_3_True_0.74_2_0.52_5,Previous,-0.1
0_2_True_0.84_2_0.57_4,Previous,-0.4
0_2_True_0.70_3_0.43_1,Stay,-0.21600000000000003
0_3_True_0.58_3_0.38_2,Go_to_low_level,-0.5
0_1_False_nan_0_0.52_0,Stay,0.08100000000000002
0_1_False_nan_0_0.52_0,Go_to_low_level,0.0
0_3_True_0.39_1_0.27_2,Go_to_high_level,0.0
0_3_True_0.34_1_0.42_2,Previous,-0.36000000000000004
0_3_True_0.38_1_0.18_2,Go_to_high_level,0.12
0_3_True_0.50_2_0.22_2,Stay,-0.33000000000000007
0_3_True_0.57_1_0.33_2,Stay,-0.6000000000000001
0_3_True_0.44_3_0.23_2,Go_to_low_level,-0.38
0_2_True_0.61_1_0.20_1,Next,1.0
0_3_True_0.51_2_0.20_2,Stay,-0.6000000000000001
0_2_True_0.42_3_0.63_1,Go_to_high_level,0.0
2_2_True_0.33_1_1.00_3,Go_to_low_level,-0.6860000000000002
2_2_True_0.39_1_1.00_3,Go_to_high_level,0.139
2_2_True_0.40_3_1.00_3,Previous,-0.4
2_2_True_0.38_1_0.67_3,Go_to_high_level,0.0
2_2_True_0.20_1_1.00_3,Previous,-0.36000000000000004
2_2_True_0.24_2_1.00_3,Go_to_high_level,0.0
2_1_False_nan_0_0.25_0,Go_to_low_level,0.0
2_2_True_0.33_3_0.98_3,Go_to_low_level,-0.38000000000000006
2_2_True_0.35_2_0.37_3,Previous,-0.4
2_1_False_nan_0_0.58_0,Next,2.418588
2_2_True_0.19_2_0.65_3,Go_to_low_level,-0.17000000000000004
2_2_True_0.42_1_0.83_3,Go_to_high_level,0.0
2_2_True_0.32_2_0.83_1,Go_to_high_level,0.2
2_2_True_0.52_1_0.68_1,Next,0.0
2_2_True_0.26_1_0.82_1,Go_to_high_level,0.27
2_2_True_0.53_1_1.00_1,Go_to_high_level,0.1539
2_2_True_0.41_1_0.93_1,Go_to_low_level,-0.4
2_2_True_0.26_3_0.50_1,Go_to_low_level,-0.5
0_2_True_0.57_1_0.42_1,Stay,-0.6000000000000001
0_2_True_0.42_2_0.62_1,Go_to_high_level,0.030000000000000027
0_2_True_0.45_1_0.43_1,Stay,-0.36000000000000004
0_2_True_0.49_2_0.65_1,Go_to_low_level,-0.4
0_2_True_0.43_2_0.38_1,Next,0.009000000000000001
0_2_True_0.72_2_0.32_1,Stay,0.040000000000000036
0_3_True_0.76_2_0.12_2,Next,1.04
0_2_True_0.80_3_0.20_3,Stay,-0.3400000000000001
0_2_True_0.86_1_0.33_3,Previous,0.0
0_2_True_0.86_1_0.33_3,Go_to_high_level,0.28900000000000003
0_2_True_0.86_2_0.40_4,Go_to_high_level,0.1
0_3_True_0.77_1_0.33_5,Next,0.0
0_1_False_nan_0_0.33_0,Previous,-0.29359855589112005
0_2_True_0.77_3_0.47_1,Go_to_high_level,0.1
0_3_True_0.76_3_0.23_2,Go_to_high_level,0.0
1_3_True_0.65_1_0.15_14,Stay,0.10999999999999999
1_3_True_0.76_2_0.50_20,Stay,-0.25999999999999995
1_2_True_0.90_3_0.40_7,Next,0.0
1_2_True_0.76_2_0.40_21,Next,0.07999999999999996
1_2_True_0.84_2_0.45_21,Go_to_high_level,0.010000000000000009
1_2_True_0.85_2_0.40_3,Previous,-0.2
1_3_True_0.83_3_0.30_2,Next,0.0
1_1_False_nan_0_0.38_18,Go_to_low_level,-0.36
1_1_False_nan_0_0.12_6,Previous,0.0
1_2_True_0.72_1_0.22_13,Next,0.21000000000000008
1_2_True_0.93_2_0.52_1,Go_to_high_level,0.1
1_4_True_0.67_2_1.00_22,Stay,-0.19000000000000006
1_2_True_0.88_2_0.63_19,Next,0.0
1_1_False_nan_0_0.32_0,Go_to_high_level,0.0
1_3_True_0.57_1_0.25_14,Next,0.2200000000000001
1_2_True_0.79_2_0.33_3,Next,0.010000000000000009
1_2_True_0.80_1_0.77_13,Next,0.0
1_4_True_0.43_2_1.00_16,Go_to_high_level,0.22000000000000003
1_3_True_0.65_1_0.97_5,Previous,0.0
1_4_True_0.53_2_1.00_16,Go_to_high_level,0.0
1_4_True_0.37_3_1.00_16,Go_to_high_level,0.36
1_3_True_0.73_1_0.57_14,Go_to_low_level,-0.5
1_1_False_nan_0_0.35_6,Previous,-0.4
1_1_False_nan_0_0.35_6,Go_to_high_level,0.1
1_2_True_0.85_3_0.28_15,Stay,-0.6000000000000001
1_2_True_0.78_3_0.70_4,Stay,-0.2
1_3_True_0.75_1_0.50_5,Next,0.0
1_1_False_nan_0_0.12_12,Go_to_high_level,0.1
2_2_True_0.47_1_0.92_1,Previous,-0.6819999999999999
2_2_True_0.53_2_1.00_1,Go_to_low_level,-1.084
2_2_True_0.52_1_0.92_1,Go_to_high_level,0.015300000000000001
2_2_True_0.32_1_0.45_1,Go_to_high_level,0.32299999999999995
2_2_True_0.49_3_0.48_1,Next,0.0
2_1_False_nan_0_0.55_0,Previous,0.0
2_2_True_0.54_3_0.95_1,Next,-0.027000000000000003
2_2_True_0.44_1_0.67_1,Stay,-0.624
2_2_True_0.54_2_0.72_1,Stay,-1.1760000000000002
2_2_True_0.52_3_1.00_1,Previous,-0.7764610000000001
2_2_True_0.39_1_0.55_1,Previous,-0.32243969
2_2_True_0.31_3_0.65_1,Stay,-0.589
0_2_True_0.45_3_0.82_1,Go_to_high_level,0.22414410000000007
0_2_True_0.69_2_0.30_1,Previous,0.09000000000000008
0_3_True_0.78_2_0.13_2,Next,0.0
0_3_True_0.69_3_0.08_2,Stay,-0.4
0_2_True_0.64_2_0.50_1,Stay,-0.18000000000000005
0_2_True_0.56_1_0.23_3,Next,0.0
0_2_True_0.53_1_0.53_3,Stay,-0.31000000000000005
0_2_True_0.72_3_0.37_3,Previous,0.0
0_1_False_nan_0_0.32_6,Next,0.0021951000000000006
0_2_True_0.75_3_0.55_4,Go_to_high_level,0.0
0_2_True_0.53_3_0.48_3,Go_to_high_level,0.05999999999999994
0_2_True_0.59_2_0.47_3,Go_to_high_level,0.19000000000000009
0_2_True_0.53_2_0.47_1,Next,0.0189
0_2_True_0.52_1_0.47_1,Previous,0.4079999999999999
0_2_True_0.73_2_0.67_4,Go_to_high_level,0.2116
0_3_True_0.40_3_0.93_5,Go_to_high_level,0.41100000000000003
0_2_True_0.64_2_0.25_1,Go_to_low_level,-0.9817467352952001
0_3_True_0.63_2_0.57_5,Go_to_low_level,-0.9374
0_2_True_0.59_3_0.80_4,Go_to_high_level,0.21200000000000002
0_2_True_0.73_1_0.68_3,Stay,-1.1670000000000003
0_2_True_0.44_3_0.55_1,Stay,-0.57
2_2_True_0.45_1_0.67_1,Go_to_high_level,0.0
2_2_True_0.38_1_1.00_1,Stay,-0.35000000000000003
2_2_True_0.43_1_1.00_1,Go_to_low_level,-0.673
2_2_True_0.46_2_1.00_1,Stay,-2.0094000000000003
2_2_True_0.42_3_1.00_1,Stay,-0.33
2_2_True_0.49_2_1.00_1,Go_to_high_level,0.0
2_2_True_0.33_3_0.73_1,Previous,-0.37000000000000005
2_2_True_0.36_2_0.60_1,Go_to_high_level,0.0
2_2_True_0.35_3_0.78_1,Next,0.17000000000000004
2_1_False_nan_0_0.92_0,Go_to_high_level,0.3016
2_2_True_0.40_2_0.52_1,Previous,-0.4
2_2_True_0.22_2_0.98_1,Go_to_low_level,-0.35000000000000003
2_2_True_0.27_1_0.38_1,Go_to_low_level,-0.22719
2_1_False_nan_0_0.53_0,Go_to_low_level,0.0
2_2_True_0.38_3_0.63_1,Stay,-0.4
2_2_True_0.40_1_0.40_1,Go_to_high_level,0.0
2_2_True_0.32_1_0.72_1,Go_to_high_level,0.09999999999999998
2_2_True_0.42_1_0.90_1,Go_to_high_level,-0.0826
2_2_True_0.38_3_1.00_1,Go_to_low_level,-1.084
0_2_True_0.62_2_0.55_1,Go_to_high_level,0.1
0_3_True_0.38_2_0.25_2,Previous,-0.4
0_1_False_nan_0_0.38_0,Previous,0.0
0_3_True_0.42_1_0.18_2,Go_to_high_level,0.0
0_2_True_0.72_2_0.28_4,Next,0.07000000000000006
0_2_True_0.79_3_0.73_21,Previous,-0.2
0_3_True_0.66_2_0.23_20,Next,0.009000000000000001
0_2_True_0.79_2_0.57_7,Next,0.0
0_1_False_nan_0_0.33_12,Go_to_high_level,0.3194650419474925
0_2_True_0.91_1_0.48_3,Previous,0.0
0_3_True_0.65_3_0.42_5,Go_to_high_level,0.1
