userid,courseid,resource_access,quiz_access,hvp_access,forum_access,completion_rate,avg_time_diff,max_time_diff,total_quiz_attempts,pass_rate,total_time_spent
4,5,2,7,3,0,0.6667,2574.07,104527,2,0.1429,3530
