Cluster,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
4,0.5,0.5,0,1,9,submit_quiz (current),1.3199591847000876
4,0.5,0.5,0,1,8,attempt_quiz (current),6.209910741677042
4,0.5,0.5,0,1,7,submit_assignment (current),10.190817140954625
4,0.75,0.5,0,1,10,review_quiz (current),0.6148461922123428
4,0.75,0.5,0,1,1,view_content (past),0.7026565548762489
4,0.75,0.5,0,1,14,post_forum (future),2.547611129677204
4,0.75,0.5,0,1,3,review_quiz (past),0.10896294059693663
4,0.75,0.5,0,1,5,view_assignment (current),0.4276214354261148
4,0.75,0.5,0,1,6,view_content (current),0.6625521990578409
4,0.75,0.5,0,1,7,submit_assignment (current),1.6920568516895345
4,0.75,0.5,0,1,2,attempt_quiz (past),12.736338779101501
4,0.75,0.5,2,1,12,view_content (future),0.160873
4,0.75,0.5,2,1,7,submit_assignment (current),9.96880185533231
4,0.75,0.5,2,1,1,view_content (past),0.3247164083161336
4,0.75,0.5,2,1,0,view_assignment (past),0.7087127975901414
