Cluster,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
2,0.25,0.75,0,2,6,view_content (current),36.76202984779976
2,0.25,0.75,0,2,10,review_quiz (current),37.94531099477058
2,0.25,0.75,0,2,14,post_forum (future),36.233489283403124
2,0.25,0.75,0,2,9,submit_quiz (current),39.92291356583802
2,0.25,0.75,0,2,2,attempt_quiz (past),36.02017346276112
2,0.25,0.75,0,2,5,view_assignment (current),37.045442940548014
2,0.25,0.75,0,2,7,submit_assignment (current),43.15162592660148
2,0.25,0.75,0,2,13,attempt_quiz (future),38.30511543631597
2,0.25,0.75,0,2,3,review_quiz (past),35.66477900369556
2,0.25,0.75,0,2,1,view_content (past),35.91156853116713
2,0.25,0.75,0,2,0,view_assignment (past),37.667465872974866
2,0.25,0.75,0,2,11,post_forum (current),38.555196585913464
2,0.25,0.75,0,2,12,view_content (future),36.54049781417527
2,0.25,0.75,0,2,8,attempt_quiz (current),32.96802582381774
2,0.25,0.75,0,2,4,post_forum (past),38.15110363008518
2,0.25,0.75,1,2,13,attempt_quiz (future),40.96007372379355
2,0.25,0.75,1,2,1,view_content (past),40.50701674591192
2,0.25,0.75,1,2,3,review_quiz (past),41.586847483127876
2,0.25,0.75,1,2,2,attempt_quiz (past),39.62734918193277
2,0.25,0.75,1,2,10,review_quiz (current),39.055828845229286
2,0.25,0.75,1,2,0,view_assignment (past),40.20727214664802
2,0.25,0.75,1,2,11,post_forum (current),40.65977936268464
2,0.25,0.75,1,2,9,submit_quiz (current),44.98679485382593
2,0.25,0.75,1,2,5,view_assignment (current),40.7149520439473
2,0.25,0.75,1,2,8,attempt_quiz (current),40.77679246029044
2,0.25,0.75,1,2,6,view_content (current),38.26606201357863
2,0.25,0.75,1,2,12,view_content (future),40.2356438317618
2,0.25,0.75,1,2,7,submit_assignment (current),42.649509318741224
2,0.25,0.75,1,2,14,post_forum (future),40.22480554427659
2,0.25,0.75,1,2,4,post_forum (past),38.70456189940468
2,0.5,0.75,1,2,7,submit_assignment (current),34.01761160591872
2,0.5,0.75,1,2,12,view_content (future),29.042240699939164
2,0.5,0.75,1,2,14,post_forum (future),28.740320208561037
2,0.5,0.75,1,2,3,review_quiz (past),29.370566346357773
2,0.5,0.75,1,2,1,view_content (past),29.265029819388666
2,0.5,0.75,1,2,5,view_assignment (current),27.519192706344104
2,0.5,0.75,1,2,13,attempt_quiz (future),27.683856681903784
2,0.5,0.75,1,2,9,submit_quiz (current),36.4995242647765
2,0.5,0.75,1,2,4,post_forum (past),29.969957184272367
2,0.5,0.75,1,2,2,attempt_quiz (past),29.12916346742304
2,0.5,0.75,1,2,8,attempt_quiz (current),27.741835905695268
2,0.5,0.75,1,2,10,review_quiz (current),32.493332706169866
2,0.5,0.75,1,2,6,view_content (current),30.250349229233855
2,0.5,0.75,1,2,11,post_forum (current),29.964872329131328
2,0.5,0.75,1,2,0,view_assignment (past),29.24097069540879
2,0.5,1.0,0,2,11,post_forum (current),22.746244816667932
2,0.5,1.0,0,2,4,post_forum (past),22.363182187296047
2,0.5,1.0,0,2,13,attempt_quiz (future),20.67750168020001
2,0.5,1.0,0,2,6,view_content (current),21.585378700431022
2,0.5,1.0,0,2,9,submit_quiz (current),25.825682471158036
2,0.5,1.0,0,2,0,view_assignment (past),24.040975731048746
2,0.5,1.0,0,2,10,review_quiz (current),26.742882285056456
2,0.5,1.0,0,2,8,attempt_quiz (current),21.56232032019467
2,0.5,1.0,0,2,14,post_forum (future),23.348544704227287
2,0.5,1.0,0,2,5,view_assignment (current),18.40017105182278
2,0.5,1.0,0,2,3,review_quiz (past),23.582476531778113
2,0.5,1.0,0,2,12,view_content (future),24.150711360113046
2,0.5,1.0,0,2,7,submit_assignment (current),34.327271984765076
2,0.5,1.0,0,2,1,view_content (past),18.110467372941862
2,0.5,1.0,0,2,2,attempt_quiz (past),20.611233636670217
2,0.25,1.0,0,2,0,view_assignment (past),31.081613491319615
2,0.25,1.0,0,2,10,review_quiz (current),30.27753424783955
2,0.25,1.0,0,2,12,view_content (future),32.46793726531102
2,0.25,1.0,0,2,5,view_assignment (current),30.500664585983905
2,0.25,1.0,0,2,11,post_forum (current),27.27696660722912
2,0.25,1.0,0,2,13,attempt_quiz (future),31.312035180033213
2,0.25,1.0,0,2,14,post_forum (future),28.207247990192876
2,0.25,1.0,0,2,2,attempt_quiz (past),33.7554969145313
2,0.25,1.0,0,2,6,view_content (current),31.554871906560418
2,0.25,1.0,0,2,4,post_forum (past),32.200294449157376
2,0.25,1.0,0,2,9,submit_quiz (current),42.21784365088105
2,0.25,1.0,0,2,3,review_quiz (past),30.593347183880685
2,0.25,1.0,0,2,8,attempt_quiz (current),33.63270436789914
2,0.25,1.0,0,2,7,submit_assignment (current),31.83855024795123
2,0.25,1.0,0,2,1,view_content (past),28.391661393492495
2,0.25,1.0,1,2,10,review_quiz (current),36.675288434911565
2,0.25,1.0,1,2,14,post_forum (future),38.101684929863126
2,0.25,1.0,1,2,6,view_content (current),35.90920029698232
2,0.25,1.0,1,2,5,view_assignment (current),34.95852560560643
2,0.25,1.0,1,2,4,post_forum (past),33.67742647412619
2,0.25,1.0,1,2,8,attempt_quiz (current),35.896708442831155
2,0.25,1.0,1,2,3,review_quiz (past),34.453997663572714
2,0.25,1.0,1,2,9,submit_quiz (current),44.355493737930665
2,0.25,1.0,1,2,0,view_assignment (past),37.61456403304584
2,0.25,1.0,1,2,7,submit_assignment (current),39.39460059932591
2,0.25,1.0,1,2,11,post_forum (current),37.674924877252
2,0.25,1.0,1,2,12,view_content (future),37.435623706792846
2,0.25,1.0,1,2,2,attempt_quiz (past),35.951712682258346
2,0.25,1.0,1,2,1,view_content (past),36.946539803976016
2,0.25,1.0,1,2,13,attempt_quiz (future),39.20422075187877
2,0.5,1.0,1,2,14,post_forum (future),23.71715068776807
2,0.5,1.0,1,2,0,view_assignment (past),25.648589680532915
2,0.5,1.0,1,2,3,review_quiz (past),26.623891066306314
2,0.5,1.0,1,2,9,submit_quiz (current),33.973510091744416
2,0.5,1.0,1,2,5,view_assignment (current),22.13727055890722
2,0.5,1.0,1,2,4,post_forum (past),26.4546224470988
2,0.5,1.0,1,2,1,view_content (past),25.87930950817303
2,0.5,1.0,1,2,13,attempt_quiz (future),22.362971395722333
2,0.5,1.0,1,2,7,submit_assignment (current),29.10377950910281
2,0.5,1.0,1,2,10,review_quiz (current),28.08459091193738
2,0.5,1.0,1,2,6,view_content (current),26.8362596724536
2,0.5,1.0,1,2,8,attempt_quiz (current),27.78673027828957
2,0.5,1.0,1,2,12,view_content (future),23.386105565847352
2,0.5,1.0,1,2,2,attempt_quiz (past),23.076907963952145
2,0.5,1.0,1,2,11,post_forum (current),27.295218677969373
2,0.75,0.75,1,2,4,post_forum (past),18.721861050470746
2,0.75,0.75,1,2,0,view_assignment (past),16.898789161529244
2,0.75,0.75,1,2,3,review_quiz (past),17.266850837714195
2,0.75,0.75,1,2,8,attempt_quiz (current),18.242943342209614
2,0.75,0.75,1,2,12,view_content (future),21.074497471272164
2,0.75,0.75,1,2,1,view_content (past),18.517275983200225
2,0.75,0.75,1,2,2,attempt_quiz (past),18.59740756220168
2,0.75,0.75,1,2,9,submit_quiz (current),27.219563828825837
2,0.75,0.75,1,2,13,attempt_quiz (future),17.56658519633854
2,0.75,0.75,1,2,14,post_forum (future),18.417116373999967
2,0.75,0.75,1,2,5,view_assignment (current),15.439125986920077
2,0.75,0.75,1,2,10,review_quiz (current),21.468391767173856
