userid,total_events,first_event,last_event,event_diversity,num_courses,active_days,avg_grade,grade_std,num_assessments,cluster,archetype
8609,2.1963120284382143,1662133083,1674481665,1.326661926442014,0.961796800402434,1.0007346163831965,-0.9792017058630084,1.167035143643103,2.2733617966941004,1,Struggling but Trying
8610,0.0868242837113351,1662447626,1673037452,-0.7837299348617819,-0.0415814406189019,0.2313652964044266,-0.1003914428931618,0.5344047715989162,-0.2297445739070694,1,Struggling but Trying
8612,-0.1820197382900158,1662279793,1674574196,0.8678810870281454,-0.3760408542926805,1.0007346163831965,-0.1954621127981421,0.0718092817978494,0.3710009550372112,1,Struggling but Trying
8613,2.1963120284382143,1662456419,1674543378,0.5008564154970504,0.6273373867286552,0.8853292183863809,0.3981332527017699,-0.5389876143911787,0.2708767002131644,1,Struggling but Trying
8614,-0.4083488916958043,1663844629,1673877986,0.7761249191453716,-1.3794190953140162,0.0005545004107956,-0.2751988036861899,0.2047923792179011,-0.6302415932032567,0,Efficient Learner
8616,-0.5283908736126866,1662373311,1674560948,-0.5084614312134607,-0.710500267966459,0.962266150384258,0.9643443001189184,-0.0306217616185223,-0.4299930835551631,0,Efficient Learner
8618,0.8558432303663622,1663066463,1674578936,-0.2331929275651394,0.961796800402434,0.65451842239275,1.2127448030639896,-1.0347599947361712,1.2721192484536323,1,Struggling but Trying
8621,-0.1420057443177217,1663832928,1674460972,-0.4167052633306869,0.6273373867286552,0.2698337624033651,0.7095493287812014,-0.0058253425362952,-0.5301173383792098,1,Struggling but Trying
8623,0.4682076637597632,1662722579,1674073136,0.0420755760831817,0.961796800402434,0.577581490394873,1.200617363008972,-1.0762863181853974,1.3722435032776792,1,Struggling but Trying
8624,-0.6496832928412031,1662109082,1674217692,-0.4167052633306869,1.9651750414237696,0.9237976843853194,-1.5147419074912978,0.533015687760801,-0.4299930835551631,1,Struggling but Trying
8626,-0.6509337301528373,1662486826,1674471592,-0.9672422706273294,-0.3760408542926805,0.8468607523874424,0.7979241611821211,-1.4174682483292238,-0.930614357675397,0,Efficient Learner
8627,0.1793566447722652,1662303533,1674581171,0.4091002476142767,-0.0415814406189019,1.0007346163831965,0.6337994724375561,-0.8364217329882806,-0.5301173383792098,1,Struggling but Trying
8632,-0.6684398525157159,1662462230,1673258758,-0.8754861027445556,-0.0415814406189019,0.3083022284023036,1.3155481795303652,-1.7581345275373852,-1.0307386124994438,0,Efficient Learner
8633,-0.2220337322623099,1663620551,1674585078,0.4091002476142767,0.2928779730548767,0.3852391604001806,0.7736453610719785,-1.1012891128416549,-0.2297445739070694,1,Struggling but Trying
8636,-0.3333226529977529,1664747236,1674564391,0.0420755760831817,0.2928779730548767,-0.1148508975860198,0.7528349609775704,-1.3351551406725943,-0.8304901028513502,0,Efficient Learner
8637,-0.465869008030977,1662449830,1673969618,-0.4167052633306869,-1.0449596816402376,0.65451842239275,0.3639406092133189,-0.8204756029292799,0.0706281905650709,0,Efficient Learner
8639,-0.3795888335282179,1663958378,1674411783,0.0420755760831817,-0.0415814406189019,0.1544283644065496,1.1315842426957976,-1.517747503702939,-0.1296203190830226,0,Efficient Learner
8641,2.1963120284382143,1662472410,1674569558,-0.2331929275651394,0.6273373867286552,0.9237976843853194,0.382628896140205,-0.9447196259093136,0.3710009550372112,1,Struggling but Trying
8645,-0.7959844583024033,1673087334,1674463189,-0.1414367596823657,-0.3760408542926805,-2.2690849935265756,-0.2751988036861899,0.8470800213627826,0.0706281905650709,0,Efficient Learner
8646,-0.5959144884409329,1664515451,1674582391,0.1338317439659554,0.2928779730548767,0.0005545004107956,0.4507373196070794,-0.2973381821428951,-0.3298688287311163,0,Efficient Learner
8648,-0.4596168214728061,1664215715,1674219380,-0.4167052633306869,0.2928779730548767,-0.0379139655881428,-0.8732239853465491,1.0808637717117442,0.3710009550372112,1,Struggling but Trying
8649,-0.2582964142997014,1662485264,1674449250,-0.6002175990962344,0.2928779730548767,0.8468607523874424,0.6716744006093788,-0.214256036565321,-0.3298688287311163,1,Struggling but Trying
8652,-0.2332876680670176,1665300851,1674501608,-0.3249490954479132,-0.710500267966459,-0.3841301595785892,0.482299759750265,0.8354053791262674,-1.0307386124994438,0,Efficient Learner
8655,-0.3595818365420709,1664223206,1674241752,-0.2331929275651394,0.2928779730548767,-0.0379139655881428,-0.8931581580685611,1.0147335941933902,0.3710009550372112,1,Struggling but Trying
8659,-1.0123101132151182,1668974385,1669500345,-1.058998438510103,-2.0483379226615734,-2.2690849935265756,1.4922978443322046,-1.675420057319338,-1.2309871221475377,0,Efficient Learner
8660,-0.760972213576646,1665033748,1674365326,-0.5084614312134607,-0.3760408542926805,-0.3071932275807122,0.9872988020412352,-1.675420057319338,-1.2309871221475377,0,Efficient Learner
8665,-0.1407553070060875,1664889724,1674494841,-0.1414367596823657,0.6273373867286552,-0.1917878295838968,0.5580496160939106,-0.0146607715034236,-0.5301173383792098,1,Struggling but Trying
8666,0.8520919184314597,1662462356,1674440395,1.326661926442014,0.961796800402434,0.8468607523874424,-0.6539480854044174,0.9987255058234682,2.2733617966941004,1,Struggling but Trying
8669,0.5007190338622521,1664906958,1674571199,0.5008564154970504,0.2928779730548767,-0.1917878295838968,-0.6810016055271478,1.297369199857083,-0.1296203190830226,1,Struggling but Trying
8670,2.1963120284382143,1662210298,1674500221,1.9689551016214304,-0.0415814406189019,1.0007346163831965,-1.2131950716914877,0.9195256129277872,2.2733617966941004,1,Struggling but Trying
8675,1.6111073665934132,1662628445,1674593309,1.785442765855883,-0.3760408542926805,0.8468607523874424,0.5243830132745123,0.2851749172943515,1.1719949936295857,1,Struggling but Trying
8683,-0.413350640942341,1665471884,1674459290,0.1338317439659554,-0.710500267966459,-0.4610670915764662,0.6862416806754643,0.5213066498124247,-0.2297445739070694,0,Efficient Learner
8684,2.1963120284382143,1662454554,1668094407,1.1431495906764666,0.6273373867286552,-1.9613372655350672,-1.5827856096181658,0.6912520124239868,2.2733617966941004,1,Struggling but Trying
8685,-0.3758375215933153,1665472013,1674401652,0.4091002476142767,-0.710500267966459,-0.4995355575754047,0.7445108009398071,0.5050934357058005,-0.2297445739070694,0,Efficient Learner
8687,-1.116096410080756,1668968768,1668968796,-2.068316285220614,-2.0483379226615734,-2.2690849935265756,-0.6539480854044174,0.2852146526324681,-1.431235631795631,0,Efficient Learner
8690,-0.6184223600503482,1666595801,1674592608,-0.2331929275651394,-0.3760408542926805,-0.922688683563728,0.8231741132966699,-1.342904558299303,-0.5301173383792098,0,Efficient Learner
8693,0.794571802096287,1662462407,1674299657,1.1431495906764666,0.6273373867286552,0.8083922863885039,-0.6009231859638656,0.8575517528415084,2.2733617966941004,1,Struggling but Trying
8694,2.1963120284382143,1662368881,1674592478,1.2349057585592402,0.961796800402434,0.962266150384258,-0.6868828055538284,1.1166933046979777,2.2733617966941004,1,Struggling but Trying
8695,0.3119029998054894,1662363741,1674592141,0.3173440797315029,0.6273373867286552,0.962266150384258,1.2700982657241782,-1.4089073854896843,0.971746483981492,1,Struggling but Trying
8704,-1.0473223579408757,1662540063,1673879399,-1.5177792779239718,0.6273373867286552,0.577581490394873,1.3239648302352138,-1.6186508293251198,-0.6302415932032567,0,Efficient Learner
8718,0.1906105805769729,1662629343,1674045895,0.9596372549109192,-0.0415814406189019,0.6160499563938115,0.1633529961980734,0.664719961393393,0.3710009550372112,1,Struggling but Trying
8721,-0.2382894173135543,1662454982,1673431279,-0.6919737669790081,-0.710500267966459,0.4237076263991191,0.6544585241676409,-0.1069161723005309,-0.4299930835551631,0,Efficient Learner
8722,0.0693181613484564,1665207397,1672690492,0.0420755760831817,1.2962562140762124,-1.1534994795573592,0.974673825983961,-1.3054063262599616,-0.5301173383792098,0,Efficient Learner
8723,1.4623053265089447,1662013917,1674422710,-0.4167052633306869,-0.710500267966459,1.039203082382135,0.4349560995354866,0.5099174830299764,-0.7303658480273034,1,Struggling but Trying
8727,-0.9135255655960172,1662468044,1672741774,-0.4167052633306869,-1.0449596816402376,0.0774914324086726,0.5769870801798218,1.453400996797701,-1.1308628673234906,0,Efficient Learner
8730,0.5432339024578147,1664869142,1674577968,-0.2331929275651394,0.2928779730548767,-0.1533193635849583,0.1576575182774987,1.1234727753695757,-0.8304901028513502,1,Struggling but Trying
8733,-0.9998057400987764,1666254337,1673942877,-1.426023110041198,-0.0415814406189019,-1.0765625475594822,-1.06712912000612,0.7201556229643148,-0.4299930835551631,0,Efficient Learner
8734,0.4231919205409323,1662628903,1674386162,1.2349057585592402,-0.0415814406189019,0.7699238203895655,0.696375440721437,0.0111700073997684,0.7714979743333984,1,Struggling but Trying
8737,-0.1295013712013798,1662455002,1674421600,-0.6002175990962344,0.6273373867286552,0.8468607523874424,0.7233220299345917,-0.0674703082926286,-0.4299930835551631,1,Struggling but Trying
8738,1.3760251520061857,1662780097,1674323511,1.1431495906764666,-0.0415814406189019,0.65451842239275,0.705093454878634,0.1019784622466561,0.1707524453891176,1,Struggling but Trying
8739,-1.0410701713827046,1665567891,1669560073,-1.058998438510103,-2.0483379226615734,-2.2690849935265756,1.1135485626139772,-1.3084579989517875,-1.2309871221475377,0,Efficient Learner
8741,-0.6446815435946662,1662385823,1674480718,-0.6002175990962344,-0.3760408542926805,0.8853292183863809,1.391298035874011,-1.6942513398953558,-1.0307386124994438,0,Efficient Learner
8742,-1.0335675475128996,1662894813,1667034021,-1.7012916136895193,-2.0483379226615734,-2.2690849935265756,-2.168945212277327,-2.042382115686888,-1.331111376971584,0,Efficient Learner
8744,-0.2445416038717253,1662552222,1674451296,0.0420755760831817,0.6273373867286552,0.8083922863885039,0.8294866013253069,-0.674919601293695,-0.3298688287311163,1,Struggling but Trying
8745,0.3344108714149048,1662629352,1674134703,1.4184180943247875,-0.0415814406189019,0.65451842239275,0.7128428007961426,0.0282057995507942,0.7714979743333984,1,Struggling but Trying
8751,-0.2070284845226996,1665399697,1674500721,-0.2331929275651394,-0.0415814406189019,-0.4225986255775277,0.6544585241676409,0.1744303786848129,0.6713737195093517,1,Struggling but Trying
8753,-0.9372838745170669,1662618555,1669533958,-0.3249490954479132,-2.0483379226615734,-1.38431027555099,1.23979832318672,-1.4067851861442355,-1.2309871221475377,0,Efficient Learner
8755,1.0784210718372482,1663532239,1673813396,0.4091002476142767,0.6273373867286552,0.0774914324086726,1.0125487541557836,-1.2963261999342035,-0.5301173383792098,1,Struggling but Trying
8757,2.1963120284382143,1662568474,1674592880,2.2442236052697515,-0.0415814406189019,0.8853292183863809,0.7284867928671129,0.2472066923158885,0.471125209861258,1,Struggling but Trying
8759,0.3831779265686383,1663038489,1673796602,0.2255879118487292,1.2962562140762124,0.3083022284023036,1.050423682327606,-1.7073931204928303,-0.5301173383792098,1,Struggling but Trying
8760,-0.6396797943481295,1662039361,1672216419,-0.6002175990962344,-0.710500267966459,0.0390229664097341,0.5959245442657332,0.7691316472022784,-0.5301173383792098,0,Efficient Learner
8761,1.2647362312707426,1665468711,1672052667,0.1338317439659554,0.6273373867286552,-1.538184139546744,1.23979832318672,-1.5234193958671518,-0.5301173383792098,0,Efficient Learner
8762,-0.5283908736126866,1662985368,1674352181,-0.0496805917995919,0.2928779730548767,0.577581490394873,-0.0226992825407048,0.7246466829648612,-0.0294960642589758,1,Struggling but Trying
8766,-0.6021666749991038,1668696092,1674078701,0.4091002476142767,-0.710500267966459,-2.076742663531883,-0.0858241628270762,0.3471016898094382,0.0706281905650709,0,Efficient Learner
