id,timemodified,userid,courseid,finalgrade,itemtype
317677,1669293413,8860,42,-1,mod
317676,1669293413,8860,42,-1,mod
317675,1669293413,8860,42,-1,mod
317672,1669293413,8860,42,-1,mod
317667,1669293413,8860,42,-1,mod
317666,1669293413,8860,42,-1,mod
317665,1669293413,8860,42,-1,mod
317657,1669293412,8860,42,-1,mod
317651,1669293412,8860,42,-1,mod
317645,1669293412,8860,42,-1,mod
317644,1669293412,8860,42,-1,mod
317640,1669293412,8860,42,-1,mod
317639,1669293412,8860,42,-1,mod
317634,1669293412,8860,42,-1,mod
317633,1669293412,8860,42,-1,mod
317632,1669293412,8860,42,-1,mod
317631,1669293412,8860,42,-1,mod
317630,1669293412,8860,42,-1,mod
317629,1669293412,8860,42,-1,mod
317627,1669293412,8860,42,-1,mod
317625,1669293412,8860,42,-1,mod
317624,1669293412,8860,42,-1,mod
317623,1669293412,8860,42,-1,mod
317622,1669293412,8860,42,-1,mod
317621,1669293412,8860,42,-1,mod
317620,1669293412,8860,42,-1,mod
317619,1669293412,8860,42,-1,mod
317618,1669293412,8860,42,-1,mod
317610,1669293412,8860,42,-1,category
317609,1669293412,8860,42,-1,category
317608,1669293412,8860,42,-1,category
317607,1669293412,8860,42,-1,category
317606,1669725235,8860,42,6,course
317604,1669293420,10077,42,-1,mod
317603,1669293420,10077,42,-1,mod
317602,1669293420,10077,42,-1,mod
317600,1667241020,10077,42,2,mod
317599,1669293420,10077,42,-1,mod
317597,1667912181,10077,42,0,mod
317594,1669293420,10077,42,-1,mod
317593,1669293420,10077,42,-1,mod
317592,1669293420,10077,42,-1,mod
317591,1669293420,10077,42,-1,mod
317590,1669293420,10077,42,-1,mod
317589,1669293420,10077,42,-1,mod
317588,1669293420,10077,42,-1,mod
317587,1665476244,10077,42,1,mod
317586,1669293420,10077,42,-1,mod
317584,1669293420,10077,42,-1,mod
317582,1669293420,10077,42,-1,mod
317581,1669293420,10077,42,-1,mod
317578,1669293420,10077,42,-1,mod
317577,1669293420,10077,42,-1,mod
317576,1669293420,10077,42,-1,mod
317575,1669293420,10077,42,-1,mod
317574,1669293420,10077,42,-1,mod
317572,1669293420,10077,42,-1,mod
317571,1669293420,10077,42,-1,mod
317570,1669293420,10077,42,-1,mod
317565,1669293420,10077,42,-1,mod
317564,1669293420,10077,42,-1,mod
317563,1669293420,10077,42,-1,mod
317562,1669293420,10077,42,-1,mod
317561,1669293420,10077,42,-1,mod
317560,1669293420,10077,42,-1,mod
317558,1669293420,10077,42,-1,mod
317555,1669293420,10077,42,-1,mod
317554,1669293420,10077,42,-1,mod
317553,1669293420,10077,42,-1,mod
317552,1669293420,10077,42,-1,mod
317551,1669293420,10077,42,-1,mod
317550,1669293420,10077,42,-1,mod
317549,1669293419,10077,42,-1,mod
317548,1669293419,10077,42,-1,mod
317547,1667910163,10077,42,0,mod
317539,1669293419,10077,42,-1,category
317538,1669293419,10077,42,-1,category
317536,1669293419,10077,42,-1,category
317535,1669293419,10077,42,-1,category
317532,1674569681,10077,42,-1,course
317463,1673966151,10076,42,-1,course
317317,1669701582,3,42,0,course
309692,1671780335,9152,42,10,mod
309688,1671779895,9152,42,10,mod
309683,1671784175,9152,42,10,mod
309682,1671784557,9152,42,10,mod
309681,1671698811,9152,42,9,mod
309625,1673965903,9152,42,9,course
309624,1671780032,9152,42,10,mod
309623,1671779086,9169,42,10,mod
309619,1671786136,9169,42,10,mod
309614,1671786412,9169,42,10,mod
309613,1671787024,9169,42,10,mod
309612,1671698990,9169,42,9,mod
309556,1673965903,9169,42,9,course
309555,1671786093,9169,42,10,mod
309454,1671440942,10037,42,10,mod
309453,1671439361,10037,42,10,mod
309444,1671443760,10037,42,10,mod
309443,1671439190,10037,42,10,mod
309388,1671720632,10037,42,10,course
305413,1669303411,8671,42,-1,course
298624,1667307088,9350,42,0,course
298557,1672917833,9412,42,0,course
298490,1672917823,7221,42,0,course
294498,1672917828,8841,42,0,course
259031,1672917828,8694,42,0,course
258978,1672917829,8857,42,0,course
258925,1672917826,8488,42,0,course
258872,1672917827,8666,42,0,course
258819,1672917827,8693,42,0,course
258766,1672917833,9438,42,0,course
258713,1672917826,8559,42,0,course
258660,1672917826,8566,42,0,course
212952,1672917825,8181,42,0,course
212914,1672917822,7007,42,0,course
212876,1672917823,7159,42,0,course
212838,1672917825,8012,42,0,course
212800,1672917823,7125,42,0,course
212762,1672917828,8729,42,0,course
212724,1672917825,8021,42,0,course
212686,1672917823,7253,42,0,course
212648,1672917824,7416,42,1,course
212610,1672917826,8197,42,0,course
212572,1672917825,7977,42,0,course
212534,1672917825,7996,42,0,course
212458,1672917826,8326,42,0,course
212420,1672917824,7492,42,0,course
212382,1672917824,7618,42,0,course
212344,1672917828,8723,42,0,course
212306,1672917824,7868,42,0,course
158795,1672917822,7043,42,0,course
158744,1672917823,7119,42,0,course
158693,1672917826,8400,42,0,course
146628,1673965647,2138,42,8,course
142966,1672917821,6300,42,0,course
142919,1672917820,6166,42,0,course
142872,1672917820,6165,42,0,course
142825,1672917820,6164,42,0,course
142778,1672917819,6157,42,0,course
142731,1672917819,6154,42,0,course
142684,1672917819,6153,42,0,course
142637,1672917819,6151,42,0,course
142590,1672917819,6150,42,0,course
142543,1672917818,6148,42,0,course
142496,1672917818,6146,42,0,course
142449,1672917817,5526,42,0,course
138002,1672917822,6615,42,0,course
137958,1672917822,6614,42,0,course
137914,1672917822,6609,42,0,course
137870,1672917821,6608,42,0,course
137826,1672917821,6604,42,0,course
137782,1672917821,6216,42,0,course
137738,1672917821,6213,42,0,course
137694,1672917820,6196,42,0,course
137650,1672917820,6158,42,0,course
137606,1672917818,6016,42,0,course
137562,1672917818,5921,42,0,course
137518,1672917818,5713,42,0,course
