id,eventname,component,action,target,objecttable,objectid,crud,edulevel,contextid,contextlevel,contextinstanceid,userid,courseid,relateduserid,anonymous,other,timecreated,origin,ip,realuserid
16051,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,8,r,2,293,70,61,3,2,,0,null,1761607875,web,1.53.51.79,
16048,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,52,u,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""2""}",1761607872,web,1.53.51.79,
16049,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""2""}",1761607872,web,1.53.51.79,
16050,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31""}",1761607872,web,1.53.51.79,
16045,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607869,web,1.53.51.79,
16046,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,52,u,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""1""}",1761607869,web,1.53.51.79,
16047,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""1""}",1761607869,web,1.53.51.79,
16044,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,52,u,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607868,web,1.53.51.79,
16043,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607866,web,1.53.51.79,
16042,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607865,web,1.53.51.79,
16034,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607770,web,1.53.51.79,
16035,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607770,web,1.53.51.79,
16009,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607142,web,1.53.51.79,
16007,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,52,c,1,295,70,63,3,2,3,0,"{""quizid"":""31""}",1761607138,web,1.53.51.79,
16008,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,52,r,2,295,70,63,3,2,3,0,"{""quizid"":""31"",""page"":""0""}",1761607138,web,1.53.51.79,
16005,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,3,2,,0,null,1761607128,web,1.53.51.79,
16004,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,3,2,,0,null,1761607124,web,1.53.51.79,
16003,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,3,2,,0,"{""coursesectionnumber"":1}",1761607118,web,1.53.51.79,
16002,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,3,2,,0,null,1761607110,web,1.53.51.79,
16001,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,3,2,,0,null,1761607106,web,1.53.51.79,
15999,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,3,2,,0,"{""coursesectionnumber"":1}",1761607100,web,1.53.51.79,
15998,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,3,2,3,0,"{""mode"":""grade""}",1761607095,web,1.53.51.79,
15997,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27""}",1761607090,web,1.53.51.79,
15995,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,51,u,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""2""}",1761607085,web,1.53.51.79,
15996,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""2""}",1761607085,web,1.53.51.79,
15993,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,51,u,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""1""}",1761607081,web,1.53.51.79,
15994,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""1""}",1761607081,web,1.53.51.79,
15991,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,51,u,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""0""}",1761607076,web,1.53.51.79,
15992,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""0""}",1761607076,web,1.53.51.79,
15989,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""0""}",1761607070,web,1.53.51.79,
15987,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,51,c,1,288,70,56,3,2,3,0,"{""quizid"":""27""}",1761607064,web,1.53.51.79,
15988,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,51,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""0""}",1761607064,web,1.53.51.79,
15986,\core\event\section_viewed,core,viewed,section,course_sections,14,r,2,14,50,2,3,2,,0,null,1761607053,web,1.53.51.79,
15985,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,3,2,,0,"{""coursesectionnumber"":1}",1761607048,web,1.53.51.79,
15967,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,50,r,2,295,70,63,5,2,5,0,"{""quizid"":""31"",""page"":""0""}",1761606641,web,1.53.51.79,
15965,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,50,c,1,295,70,63,5,2,5,0,"{""quizid"":""31""}",1761606635,web,1.53.51.79,
15966,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,50,r,2,295,70,63,5,2,5,0,"{""quizid"":""31"",""page"":""0""}",1761606635,web,1.53.51.79,
15964,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,49,r,2,295,70,63,10,2,10,0,"{""quizid"":""31"",""page"":""0""}",1761606631,web,1.53.51.79,
15962,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,49,c,1,295,70,63,10,2,10,0,"{""quizid"":""31""}",1761606627,web,1.53.51.79,
15963,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,49,r,2,295,70,63,10,2,10,0,"{""quizid"":""31"",""page"":""0""}",1761606627,web,1.53.51.79,
15961,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,5,2,,0,null,1761606626,web,1.53.51.79,
15960,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,5,2,,0,null,1761606622,web,1.53.51.79,
15958,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,5,2,,0,"{""coursesectionnumber"":1}",1761606617,web,1.53.51.79,
15957,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,10,2,,0,null,1761606615,web,1.53.51.79,
15956,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,5,2,,0,null,1761606610,web,1.53.51.79,
15955,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,10,2,,0,null,1761606609,web,1.53.51.79,
15954,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,5,2,,0,null,1761606606,web,1.53.51.79,
15953,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,10,2,,0,"{""coursesectionnumber"":1}",1761606603,web,1.53.51.79,
15952,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,48,r,2,294,70,62,12,2,12,0,"{""quizid"":""30""}",1761606601,web,1.53.51.79,
15949,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,46,r,2,294,70,62,7,2,7,0,"{""quizid"":""30""}",1761606597,web,1.53.51.79,
15950,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,47,r,2,294,70,62,9,2,9,0,"{""quizid"":""30""}",1761606597,web,1.53.51.79,
15951,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,5,2,,0,"{""coursesectionnumber"":1}",1761606597,web,1.53.51.79,
15947,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,48,c,1,294,70,62,12,2,12,0,"{""quizid"":""30""}",1761606595,web,1.53.51.79,
15948,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,48,r,2,294,70,62,12,2,12,0,"{""quizid"":""30"",""page"":""0""}",1761606595,web,1.53.51.79,
15944,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,10,2,,0,null,1761606591,web,1.53.51.79,
15945,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,47,c,1,294,70,62,9,2,9,0,"{""quizid"":""30""}",1761606591,web,1.53.51.79,
15946,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,47,r,2,294,70,62,9,2,9,0,"{""quizid"":""30"",""page"":""0""}",1761606591,web,1.53.51.79,
15942,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,46,c,1,294,70,62,7,2,7,0,"{""quizid"":""30""}",1761606589,web,1.53.51.79,
15943,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,46,r,2,294,70,62,7,2,7,0,"{""quizid"":""30"",""page"":""0""}",1761606589,web,1.53.51.79,
15940,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,10,2,,0,null,1761606584,web,1.53.51.79,
15939,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,5,2,,0,null,1761606583,web,1.53.51.79,
15938,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,12,2,,0,null,1761606577,web,1.53.51.79,
15936,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,9,2,,0,null,1761606576,web,1.53.51.79,
15937,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,10,2,,0,"{""coursesectionnumber"":1}",1761606576,web,1.53.51.79,
15935,\core\event\section_viewed,core,viewed,section,course_sections,15,r,2,14,50,2,7,2,,0,null,1761606575,web,1.53.51.79,
15934,\mod_hvp\event\course_module_viewed,mod_hvp,viewed,course_module,hvp,7,r,2,287,70,55,5,2,,0,null,1761606574,web,1.53.51.79,
15933,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,12,2,12,0,"{""mode"":""grade""}",1761606570,web,1.53.51.79,
15931,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,10,2,10,0,"{""mode"":""grade""}",1761606568,web,1.53.51.79,
15932,\core\event\course_viewed,core,viewed,course,,,r,2,14,50,2,5,2,,0,"{""coursesectionnumber"":1}",1761606568,web,1.53.51.79,
15930,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,9,2,9,0,"{""mode"":""grade""}",1761606567,web,1.53.51.79,
15929,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,7,2,7,0,"{""mode"":""grade""}",1761606565,web,1.53.51.79,
15928,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27""}",1761606563,web,1.53.51.79,
15927,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27""}",1761606562,web,1.53.51.79,
15926,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27""}",1761606561,web,1.53.51.79,
15925,\core\event\course_user_report_viewed,core,viewed,course_user_report,,,r,2,14,50,2,5,2,5,0,"{""mode"":""grade""}",1761606560,web,1.53.51.79,
15923,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27""}",1761606557,web,1.53.51.79,
15921,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,45,u,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""2""}",1761606556,web,1.53.51.79,
15922,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""2""}",1761606556,web,1.53.51.79,
15918,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,41,r,2,288,70,56,5,2,5,0,"{""quizid"":""27""}",1761606553,web,1.53.51.79,
15919,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,44,u,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""2""}",1761606553,web,1.53.51.79,
15920,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""2""}",1761606553,web,1.53.51.79,
15916,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,43,u,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""2""}",1761606552,web,1.53.51.79,
15917,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""2""}",1761606552,web,1.53.51.79,
15913,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,42,u,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""2""}",1761606547,web,1.53.51.79,
15914,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""2""}",1761606547,web,1.53.51.79,
15915,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,40,r,2,288,70,56,13,2,13,0,"{""quizid"":""27""}",1761606547,web,1.53.51.79,
15911,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,45,u,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""1""}",1761606546,web,1.53.51.79,
15912,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""1""}",1761606546,web,1.53.51.79,
15910,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,39,r,2,288,70,56,11,2,11,0,"{""quizid"":""27""}",1761606543,web,1.53.51.79,
15908,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,44,u,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""1""}",1761606540,web,1.53.51.79,
15909,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""1""}",1761606540,web,1.53.51.79,
15904,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,41,u,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""2""}",1761606539,web,1.53.51.79,
15905,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,41,r,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""2""}",1761606539,web,1.53.51.79,
15906,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,43,u,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""1""}",1761606539,web,1.53.51.79,
15907,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""1""}",1761606539,web,1.53.51.79,
15903,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,38,r,2,288,70,56,8,2,8,0,"{""quizid"":""27""}",1761606536,web,1.53.51.79,
15901,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,40,u,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""2""}",1761606534,web,1.53.51.79,
15902,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,40,r,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""2""}",1761606534,web,1.53.51.79,
15899,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,42,u,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""1""}",1761606533,web,1.53.51.79,
15900,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""1""}",1761606533,web,1.53.51.79,
15897,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,45,u,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""0""}",1761606531,web,1.53.51.79,
15898,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""0""}",1761606531,web,1.53.51.79,
15894,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,39,u,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""2""}",1761606530,web,1.53.51.79,
15895,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,39,r,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""2""}",1761606530,web,1.53.51.79,
15896,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,37,r,2,288,70,56,6,2,6,0,"{""quizid"":""27""}",1761606530,web,1.53.51.79,
15891,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,44,u,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""0""}",1761606526,web,1.53.51.79,
15892,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""0""}",1761606526,web,1.53.51.79,
15887,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,43,u,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""0""}",1761606524,web,1.53.51.79,
15888,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,41,u,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""1""}",1761606524,web,1.53.51.79,
15889,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""0""}",1761606524,web,1.53.51.79,
15890,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,41,r,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""1""}",1761606524,web,1.53.51.79,
15885,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,38,u,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""2""}",1761606521,web,1.53.51.79,
15886,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,38,r,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""2""}",1761606521,web,1.53.51.79,
15883,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,42,u,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""0""}",1761606520,web,1.53.51.79,
15884,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""0""}",1761606520,web,1.53.51.79,
15881,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,40,u,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""1""}",1761606519,web,1.53.51.79,
15882,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,40,r,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""1""}",1761606519,web,1.53.51.79,
15880,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""0""}",1761606517,web,1.53.51.79,
15878,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,37,u,2,288,70,56,6,2,6,0,"{""quizid"":""27"",""page"":""2""}",1761606516,web,1.53.51.79,
15879,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,37,r,2,288,70,56,6,2,6,0,"{""quizid"":""27"",""page"":""2""}",1761606516,web,1.53.51.79,
15875,\mod_quiz\event\attempt_reviewed,mod_quiz,reviewed,attempt,quiz_attempts,35,r,2,288,70,56,3,2,3,0,"{""quizid"":""27""}",1761606514,web,1.53.51.79,
15876,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,39,u,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""1""}",1761606514,web,1.53.51.79,
15877,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,39,r,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""1""}",1761606514,web,1.53.51.79,
15874,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""0""}",1761606511,web,1.53.51.79,
15873,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""0""}",1761606509,web,1.53.51.79,
15871,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,41,u,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""0""}",1761606508,web,1.53.51.79,
15872,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,41,r,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""0""}",1761606508,web,1.53.51.79,
15869,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,38,u,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""1""}",1761606507,web,1.53.51.79,
15870,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,38,r,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""1""}",1761606507,web,1.53.51.79,
15864,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,45,c,1,288,70,56,12,2,12,0,"{""quizid"":""27""}",1761606503,web,1.53.51.79,
15865,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,45,r,2,288,70,56,12,2,12,0,"{""quizid"":""27"",""page"":""0""}",1761606503,web,1.53.51.79,
15866,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""0""}",1761606503,web,1.53.51.79,
15867,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,40,u,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""0""}",1761606503,web,1.53.51.79,
15868,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,40,r,2,288,70,56,13,2,13,0,"{""quizid"":""27"",""page"":""0""}",1761606503,web,1.53.51.79,
15863,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,37,r,2,288,70,56,6,2,6,0,"{""quizid"":""27"",""page"":""1""}",1761606500,web,1.53.51.79,
15860,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,39,u,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""0""}",1761606499,web,1.53.51.79,
15861,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,39,r,2,288,70,56,11,2,11,0,"{""quizid"":""27"",""page"":""0""}",1761606499,web,1.53.51.79,
15862,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,37,u,2,288,70,56,6,2,6,0,"{""quizid"":""27"",""page"":""1""}",1761606499,web,1.53.51.79,
15858,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,35,u,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""2""}",1761606498,web,1.53.51.79,
15859,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,35,r,2,288,70,56,3,2,3,0,"{""quizid"":""27"",""page"":""2""}",1761606498,web,1.53.51.79,
15855,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,44,c,1,288,70,56,10,2,10,0,"{""quizid"":""27""}",1761606496,web,1.53.51.79,
15856,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,44,r,2,288,70,56,10,2,10,0,"{""quizid"":""27"",""page"":""0""}",1761606496,web,1.53.51.79,
15854,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,43,r,2,288,70,56,9,2,9,0,"{""quizid"":""27"",""page"":""0""}",1761606494,web,1.53.51.79,
15853,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,43,c,1,288,70,56,9,2,9,0,"{""quizid"":""27""}",1761606493,web,1.53.51.79,
15852,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,41,r,2,288,70,56,5,2,5,0,"{""quizid"":""27"",""page"":""0""}",1761606492,web,1.53.51.79,
15850,\mod_quiz\event\attempt_updated,mod_quiz,updated,attempt,quiz_attempts,38,u,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""0""}",1761606491,web,1.53.51.79,
15851,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,38,r,2,288,70,56,8,2,8,0,"{""quizid"":""27"",""page"":""0""}",1761606491,web,1.53.51.79,
15848,\mod_quiz\event\attempt_preview_started,mod_quiz,started,attempt_preview,quiz_attempts,42,c,1,288,70,56,7,2,7,0,"{""quizid"":""27""}",1761606490,web,1.53.51.79,
15849,\mod_quiz\event\attempt_viewed,mod_quiz,viewed,attempt,quiz_attempts,42,r,2,288,70,56,7,2,7,0,"{""quizid"":""27"",""page"":""0""}",1761606490,web,1.53.51.79,
