id,timecreated,eventname,action,target,userid,courseid,other
9247342,2022-09-07 14:18:43,\core\event\course_viewed,viewed,course,9043,670,
9247478,2022-09-07 14:30:16,\mod_page\event\course_module_viewed,viewed,course_module,9043,670,
9247479,2022-09-07 14:30:25,\core\event\course_viewed,viewed,course,9043,670,
9247481,2022-09-07 14:30:28,\mod_folder\event\course_module_viewed,viewed,course_module,9043,670,
9268290,2022-09-09 09:04:29,\core\event\course_viewed,viewed,course,9043,670,
9321610,2022-09-14 11:01:46,\core\event\course_viewed,viewed,course,9043,670,
9321625,2022-09-14 11:02:26,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
9322004,2022-09-14 11:22:40,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9322005,2022-09-14 11:22:40,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9322008,2022-09-14 11:22:51,\core\event\course_viewed,viewed,course,9043,670,
9322046,2022-09-14 11:28:13,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9322047,2022-09-14 11:28:13,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9323281,2022-09-14 12:29:43,\core\event\course_viewed,viewed,course,9043,670,
9323282,2022-09-14 12:29:59,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9323283,2022-09-14 12:29:59,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9323284,2022-09-14 12:30:02,\core\event\course_viewed,viewed,course,9043,670,
9323285,2022-09-14 12:30:07,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9323286,2022-09-14 12:30:08,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9323289,2022-09-14 12:30:10,\core\event\course_viewed,viewed,course,9043,670,
9336718,2022-09-15 12:49:31,\core\event\course_viewed,viewed,course,9043,670,
9336725,2022-09-15 12:50:00,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9336726,2022-09-15 12:50:00,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9336728,2022-09-15 12:50:07,\core\event\course_viewed,viewed,course,9043,670,
9336729,2022-09-15 12:50:09,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9336730,2022-09-15 12:50:10,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9336731,2022-09-15 12:50:16,\core\event\course_viewed,viewed,course,9043,670,
9337102,2022-09-15 13:04:53,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
9337298,2022-09-15 13:35:38,\core\event\course_viewed,viewed,course,9043,670,
9337301,2022-09-15 13:35:45,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9337302,2022-09-15 13:35:45,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9345336,2022-09-16 09:46:43,\core\event\course_viewed,viewed,course,9043,670,
9345337,2022-09-16 09:46:47,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
9345668,2022-09-16 10:28:33,\core\event\course_viewed,viewed,course,9043,670,
9345670,2022-09-16 10:28:39,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9345671,2022-09-16 10:28:40,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9345674,2022-09-16 10:28:42,\core\event\course_viewed,viewed,course,9043,670,
9345740,2022-09-16 10:34:03,\core\event\course_viewed,viewed,course,9043,670,
9345909,2022-09-16 10:47:32,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
9345924,2022-09-16 10:48:49,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9345925,2022-09-16 10:48:49,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9345928,2022-09-16 10:49:03,\core\event\course_viewed,viewed,course,9043,670,
9349150,2022-09-16 16:52:29,\core\event\course_viewed,viewed,course,9043,670,
9349155,2022-09-16 16:53:10,\core\event\course_viewed,viewed,course,9043,670,
9349156,2022-09-16 16:53:44,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9349157,2022-09-16 16:53:44,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9349158,2022-09-16 16:53:48,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9349159,2022-09-16 16:53:48,\mod_assign\event\submission_form_viewed,viewed,submission_form,9043,670,{'assignid': '****'}
9349160,2022-09-16 16:53:57,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9349161,2022-09-16 16:53:57,\assignsubmission_file\event\assessable_uploaded,uploaded,assessable,9043,670,"{'content': '', 'pathnamehashes': {'0': 'bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb'}}"
9349162,2022-09-16 16:53:57,\assignsubmission_file\event\submission_created,created,submission,9043,670,"{'submissionid': '*****', 'submissionattempt': '*', 'submissionstatus': '*********', 'filesubmissioncount': 1, 'groupid': 0, 'groupname': None}"
9349163,2022-09-16 16:53:57,\core\event\course_module_completion_updated,updated,course_module_completion,9043,670,"{'relateduserid': '****', 'overrideby': None, 'completionstate': 1}"
9349164,2022-09-16 16:53:57,\mod_assign\event\assessable_submitted,submitted,assessable,9043,670,{'submission_editable': True}
9349165,2022-09-16 16:53:58,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9349166,2022-09-16 16:53:58,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9353114,2022-09-17 08:47:39,\core\event\course_viewed,viewed,course,9043,670,
9353273,2022-09-17 09:25:52,\core\event\course_viewed,viewed,course,9043,670,
9353275,2022-09-17 09:25:57,\mod_assign\event\course_module_viewed,viewed,course_module,9043,670,
9353276,2022-09-17 09:25:57,\mod_assign\event\submission_status_viewed,viewed,submission_status,9043,670,{'assignid': '****'}
9353285,2022-09-17 09:27:22,\core\event\course_viewed,viewed,course,9043,670,
9353286,2022-09-17 09:27:25,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
9353288,2022-09-17 09:27:37,\core\event\course_viewed,viewed,course,9043,670,
9353289,2022-09-17 09:27:40,\mod_resource\event\course_module_viewed,viewed,course_module,9043,670,
