Cluster,Lesson,Progress,Score,Phase,Engagement,Best_Action_ID,Best_Action_Name,Best_Q_Value,Num_Actions_Available
4,0,0.75,1.0,1,1,7,submit_assignment (current),96.32843449267386,15
4,0,1.0,1.0,1,1,9,submit_quiz (current),97.31163750035532,15
4,1,0.25,1.0,1,2,9,submit_quiz (current),95.29922028534797,15
4,1,0.25,1.0,0,2,7,submit_assignment (current),96.31435259886307,15
4,1,0.5,1.0,0,2,7,submit_assignment (current),91.40066740724018,15
4,1,0.75,1.0,0,2,7,submit_assignment (current),88.55155765245499,15
4,1,0.75,1.0,2,2,9,submit_quiz (current),86.71402652250637,15
4,1,1.0,1.0,1,2,9,submit_quiz (current),87.48222359387294,15
4,2,0.25,1.0,1,2,9,submit_quiz (current),83.35784761865276,15
4,2,0.5,1.0,0,2,7,submit_assignment (current),76.94322988324012,15
4,2,0.75,1.0,0,2,7,submit_assignment (current),73.11980066144635,15
4,2,1.0,1.0,0,2,9,submit_quiz (current),69.60433557979184,15
4,3,0.25,1.0,0,1,7,submit_assignment (current),4.054952361287482,6
4,3,0.5,1.0,0,1,10,review_quiz (current),1.3330270613633606,9
4,3,0.75,1.0,0,1,9,submit_quiz (current),5.6126931774097315,5
4,3,0.75,1.0,2,1,2,attempt_quiz (past),1.99107516810553,4
4,3,1.0,1.0,2,1,8,attempt_quiz (current),0.701112804590802,2
4,4,0.25,1.0,0,1,2,attempt_quiz (past),1.7914531471922717,7
4,4,0.25,1.0,0,2,7,submit_assignment (current),42.08566521591938,15
4,0,0.5,1.0,0,1,9,submit_quiz (current),89.71114101757946,15
4,1,0.5,1.0,1,2,7,submit_assignment (current),91.90234239543621,15
4,1,0.75,1.0,1,2,7,submit_assignment (current),86.95238883769892,15
4,2,0.5,1.0,1,2,7,submit_assignment (current),76.3397469521379,15
4,3,0.25,1.0,0,2,7,submit_assignment (current),64.64515835594538,15
4,3,0.5,1.0,0,2,9,submit_quiz (current),55.708341566891576,15
4,3,0.75,1.0,0,2,7,submit_assignment (current),51.14852230316756,15
4,3,1.0,1.0,0,2,7,submit_assignment (current),46.68359576158812,15
4,4,0.5,1.0,1,2,7,submit_assignment (current),28.36100958853879,15
4,4,0.75,1.0,1,2,7,submit_assignment (current),23.440151153289786,15
4,0,0.5,1.0,0,0,9,submit_quiz (current),97.48745149727438,15
4,0,0.75,1.0,0,0,7,submit_assignment (current),93.23395325147264,15
4,1,0.25,1.0,1,1,8,attempt_quiz (current),89.64230994615683,15
4,1,1.0,1.0,0,2,7,submit_assignment (current),85.66755969117187,15
4,2,0.25,1.0,0,2,7,submit_assignment (current),84.41944885525834,15
4,2,1.0,1.0,2,2,7,submit_assignment (current),68.1334540396935,15
4,3,0.75,1.0,2,2,7,submit_assignment (current),50.49836907133514,15
4,3,1.0,1.0,2,2,7,submit_assignment (current),45.65644213771114,15
4,4,0.25,1.0,1,2,7,submit_assignment (current),40.393577271397724,15
4,0,0.75,1.0,0,1,7,submit_assignment (current),97.69835933597078,15
4,0,1.0,1.0,0,1,7,submit_assignment (current),93.92281449705467,15
4,1,0.25,1.0,0,1,7,submit_assignment (current),92.27108551426063,15
4,2,0.75,1.0,2,2,9,submit_quiz (current),68.68909053762007,15
4,0,0.25,0.5,0,0,9,submit_quiz (current),62.16370770768965,15
4,0,0.5,0.75,1,1,9,submit_quiz (current),58.232199906379634,15
4,0,0.75,0.75,1,1,7,submit_assignment (current),70.75997894953052,15
4,0,1.0,1.0,1,2,2,attempt_quiz (past),93.61975061841692,15
4,3,0.25,1.0,1,2,3,review_quiz (past),63.247547027522046,15
4,3,0.5,1.0,1,2,7,submit_assignment (current),57.778965724973254,15
4,3,0.75,1.0,1,2,7,submit_assignment (current),53.02419841286011,15
4,3,1.0,1.0,1,2,9,submit_quiz (current),46.43136841415264,15
4,1,0.5,1.0,0,1,14,post_forum (future),25.652557912093734,12
4,1,1.0,1.0,2,2,7,submit_assignment (current),86.27847572048633,15
4,4,0.5,1.0,0,2,7,submit_assignment (current),27.335102998186763,15
4,0,0.75,1.0,2,1,10,review_quiz (current),83.92510387586596,15
4,2,0.75,1.0,1,2,9,submit_quiz (current),73.54867278744808,15
4,0,1.0,1.0,2,1,7,submit_assignment (current),91.27663312273162,15
4,0,0.5,0.75,0,0,9,submit_quiz (current),91.23867312494065,15
4,2,1.0,1.0,1,2,7,submit_assignment (current),68.78858569091885,15
4,0,0.75,0.75,0,0,9,submit_quiz (current),69.77058845289945,15
4,0,0.5,0.75,0,1,2,attempt_quiz (past),74.02504620022364,15
4,0,0.75,0.75,2,1,7,submit_assignment (current),64.78117450517709,15
4,0,1.0,0.75,0,1,2,attempt_quiz (past),47.888511649797636,14
4,0,0.75,1.0,1,0,7,submit_assignment (current),27.993299793529456,14
4,0,1.0,1.0,2,2,7,submit_assignment (current),94.02332066791357,15
4,0,1.0,0.75,2,1,7,submit_assignment (current),62.625623941555794,15
4,1,0.25,0.75,1,2,9,submit_quiz (current),76.7742679630139,15
4,1,0.5,0.75,1,2,7,submit_assignment (current),57.44181494365714,15
4,1,0.5,0.75,0,2,9,submit_quiz (current),54.1619339658358,15
4,1,0.75,0.75,0,2,8,attempt_quiz (current),37.265571807214954,15
4,0,1.0,0.75,0,0,7,submit_assignment (current),19.394578651976527,6
4,4,0.25,0.75,1,2,2,attempt_quiz (past),29.044868324392148,15
4,4,1.0,1.0,1,2,7,submit_assignment (current),15.261883532917274,15
4,4,0.75,1.0,0,2,7,submit_assignment (current),19.96625585297737,15
0,0,0.75,0.25,2,2,9,submit_quiz (current),35.42308295879634,12
0,0,1.0,0.5,0,1,8,attempt_quiz (current),57.72914192522065,14
0,1,0.5,0.75,0,1,10,review_quiz (current),3.329547691342743,2
0,0,1.0,1.0,0,2,7,submit_assignment (current),30.73175083692167,8
0,0,0.75,0.25,0,1,8,attempt_quiz (current),66.93265761117615,15
0,0,0.75,0.5,2,1,7,submit_assignment (current),89.71209448347278,15
0,2,1.0,0.75,1,2,7,submit_assignment (current),33.42607563528074,15
0,2,1.0,0.5,1,2,7,submit_assignment (current),30.993125993390464,15
0,0,0.25,0.5,1,1,6,view_content (current),111.51813424478684,14
0,1,1.0,0.5,0,1,8,attempt_quiz (current),10.523302317463191,4
0,0,0.5,1.0,1,1,7,submit_assignment (current),29.329617590717056,8
0,0,0.75,1.0,1,1,9,submit_quiz (current),38.70981407114735,12
2,0,1.0,0.5,0,1,2,attempt_quiz (past),12.977890232033584,11
2,1,0.25,0.5,0,2,7,submit_assignment (current),54.78640289875443,15
2,3,0.75,0.75,0,2,7,submit_assignment (current),26.385182058651417,15
2,0,0.75,0.5,1,1,2,attempt_quiz (past),54.299265049292316,15
2,0,0.75,0.5,1,2,7,submit_assignment (current),67.4054178386071,15
2,0,1.0,0.5,1,2,9,submit_quiz (current),79.27409590174005,15
2,3,1.0,0.75,0,2,7,submit_assignment (current),14.226382507105566,15
2,0,0.75,1.0,2,2,2,attempt_quiz (past),69.80001378474142,15
2,0,1.0,0.5,0,2,2,attempt_quiz (past),25.53563701676849,12
2,2,0.75,0.75,2,1,11,post_forum (current),0.16517858749822645,2
2,3,0.25,0.75,0,1,8,attempt_quiz (current),1.826863246109693,5
2,2,1.0,0.75,1,1,10,review_quiz (current),0.5722058774576798,2
2,1,1.0,1.0,0,2,9,submit_quiz (current),69.59256086528231,15
4,0,0.5,0.5,0,1,13,attempt_quiz (future),36.80914554965187,15
4,0,0.75,0.5,0,1,2,attempt_quiz (past),12.736338779101501,8
4,0,0.75,0.5,2,1,7,submit_assignment (current),9.96880185533231,13
4,0,1.0,0.5,0,1,7,submit_assignment (current),3.151394742144382,5
4,1,0.25,0.75,0,2,9,submit_quiz (current),75.70482554518816,15
4,1,0.25,0.75,1,1,11,post_forum (current),2.199401208607435,3
4,2,0.25,0.75,1,2,2,attempt_quiz (past),55.09531238520752,15
4,2,0.25,0.75,0,2,13,attempt_quiz (future),51.67535722152947,15
4,2,0.5,0.75,1,2,7,submit_assignment (current),55.015755931470295,15
4,0,0.75,0.75,0,1,13,attempt_quiz (future),76.62664043293798,15
4,1,0.75,0.75,2,2,7,submit_assignment (current),32.87689938008561,15
4,1,1.0,0.75,2,2,7,submit_assignment (current),28.5457048399681,15
4,3,0.75,0.75,1,2,9,submit_quiz (current),33.429201651190816,15
4,3,1.0,0.75,1,2,7,submit_assignment (current),32.904420122312025,15
4,0,1.0,0.75,1,1,8,attempt_quiz (current),56.651401070026566,12
4,0,1.0,0.75,1,2,2,attempt_quiz (past),71.11213143236175,15
4,1,0.75,0.75,1,2,9,submit_quiz (current),47.15838128139901,15
4,1,1.0,0.75,1,2,9,submit_quiz (current),49.77100927779838,15
4,2,0.5,0.75,0,2,7,submit_assignment (current),40.531834505843555,15
4,3,0.25,0.75,0,2,2,attempt_quiz (past),44.93421230058348,15
4,3,0.5,0.75,1,2,9,submit_quiz (current),30.13560588822388,15
4,4,0.25,0.75,0,2,7,submit_assignment (current),26.129039133132853,15
4,0,1.0,0.75,0,2,7,submit_assignment (current),25.095428878521545,12
4,2,0.75,0.75,0,2,8,attempt_quiz (current),25.44064178313244,15
4,2,1.0,0.75,0,2,7,submit_assignment (current),11.041385808793386,11
4,0,1.0,1.0,0,2,1,view_content (past),79.29941843421827,15
0,0,0.75,1.0,1,2,7,submit_assignment (current),19.28038465011564,6
0,0,1.0,1.0,2,2,2,attempt_quiz (past),68.94114307089387,12
0,0,1.0,0.25,0,1,3,review_quiz (past),7.965858905986266,4
0,0,1.0,0.25,0,2,13,attempt_quiz (future),49.638033347501604,12
0,1,0.25,0.25,0,1,13,attempt_quiz (future),13.546898357112312,3
0,1,0.25,0.25,0,2,7,submit_assignment (current),47.47288685608618,10
0,0,1.0,0.5,2,1,4,post_forum (past),33.75808352642059,8
0,0,0.75,1.0,2,2,7,submit_assignment (current),54.886829637892,13
0,0,0.25,0.25,1,1,13,attempt_quiz (future),18.32170124674776,6
0,1,0.5,0.5,0,1,7,submit_assignment (current),29.34270976363618,5
0,1,1.0,0.75,2,1,3,review_quiz (past),7.437198776608392,4
0,0,0.75,0.25,0,2,2,attempt_quiz (past),66.82006813495846,12
0,0,1.0,0.25,2,2,8,attempt_quiz (current),50.86767018424676,13
0,1,0.25,0.25,1,2,13,attempt_quiz (future),14.978022265415836,8
0,1,0.5,0.25,1,2,12,view_content (future),0.07955552962360289,1
0,1,0.5,0.25,0,2,9,submit_quiz (current),8.89798554045297,7
0,1,0.75,0.25,0,2,8,attempt_quiz (current),15.133652177460512,5
0,1,0.75,0.25,2,2,2,attempt_quiz (past),12.582416989073499,2
0,0,0.75,1.0,0,2,2,attempt_quiz (past),17.94606095769234,5
2,2,0.75,0.5,1,2,8,attempt_quiz (current),25.507085805355317,14
2,1,0.25,0.5,1,2,9,submit_quiz (current),70.04943377952434,15
2,0,0.75,0.5,2,2,7,submit_assignment (current),49.04210164127545,14
2,1,0.5,0.5,1,2,9,submit_quiz (current),50.42367929631062,12
2,1,0.5,0.75,0,1,3,review_quiz (past),0.05143211084050861,1
2,1,0.75,0.75,0,1,2,attempt_quiz (past),6.606068615831827,3
2,0,0.25,0.75,1,0,7,submit_assignment (current),36.66389555954242,12
2,3,0.25,0.5,1,2,9,submit_quiz (current),13.42604740402861,15
2,0,1.0,0.5,1,1,4,post_forum (past),0.09205948490467346,1
4,0,1.0,0.75,2,2,2,attempt_quiz (past),55.32220371169689,15
4,2,0.75,0.75,2,2,9,submit_quiz (current),22.62118976781979,13
4,2,1.0,0.75,2,2,7,submit_assignment (current),27.93379813702156,15
4,3,0.5,0.75,0,2,7,submit_assignment (current),32.38954157643964,14
4,3,0.75,0.75,2,2,7,submit_assignment (current),15.284378765517436,14
4,3,1.0,0.75,2,2,13,attempt_quiz (future),16.03032676927792,13
