state,action,q_value
1_2_True_1.00_1_0.00_1,Previous,-0.3885313012685261
1_4_True_1.00_3_0.00_2,Previous,-0.4
1_4_True_1.00_1_0.00_2,Go_to_low_level,0.10190296384575259
0_3_True_1.00_3_1.00_2,Next,2.007273727356413
0_3_True_0.00_3_1.00_1,Previous,1.1121601233363223
1_3_True_0.00_3_1.00_0,Stay,2.8130512482529864
1_3_True_0.00_2_1.00_0,Go_to_low_level,1.707594609345649
1_2_True_0.00_1_0.00_0,Next,0.10225779384756012
0_2_True_0.00_1_1.00_0,Go_to_high_level,12.440716414640004
0_2_True_0.00_1_1.00_0,Next,2.7039497800058
0_2_True_0.00_1_1.00_0,Stay,2.352418493062224
0_2_True_2.00_3_1.00_1,Next,0.030768514239458658
0_2_True_2.00_1_1.00_0,Stay,-0.23578396356257242
0_2_True_2.00_1_1.00_0,Go_to_low_level,0.6231521905871739
1_2_True_2.00_3_0.00_2,Next,0.051691618230326676
1_4_True_0.00_1_1.00_3,Stay,1.1400000000000001
1_4_True_1.00_2_2.00_3,Stay,-0.7176390507113614
1_2_True_1.00_2_1.00_2,Next,1.5479493055864069
1_4_True_1.00_3_1.00_3,Previous,-0.38674162303058657
1_2_True_1.00_2_1.00_3,Stay,-0.6027227839041001
0_1_False_2.00_0_0.00_4,Go_to_low_level,-0.4323174267283676
0_2_True_2.00_1_0.00_5,Stay,-0.7143658856864341
0_2_True_2.00_1_1.00_4,Go_to_low_level,-0.3829
0_3_True_1.00_3_0.00_5,Stay,1.0487691722421144
0_3_True_1.00_3_0.00_2,Go_to_low_level,-1.3066090688761054
0_2_True_1.00_3_0.00_3,Next,2.713939327720585
2_3_True_1.00_3_0.00_1,Go_to_low_level,0.5262511037369242
0_3_True_0.00_3_0.00_0,Stay,4.571398247741809
0_3_True_0.00_3_0.00_0,Previous,1.2878017777369886
0_4_True_1.00_2_1.00_3,Stay,0.6868772130493346
0_4_True_1.00_2_1.00_3,Go_to_high_level,0.0
0_2_True_2.00_3_0.00_2,Go_to_high_level,0.2969013114582119
