id,timemodified,userid,courseid,finalgrade,itemtype
344725,1674567497,9169,670,8,course
342534,1673988575,9169,670,7,mod
341186,1673640822,9169,670,9,mod
340222,1673639874,9169,670,9,mod
339187,1672745626,9169,670,7,mod
339184,1672743318,9169,670,8,mod
339181,1672742829,9169,670,10,mod
339178,1672742326,9169,670,10,mod
339176,1672740418,9169,670,10,mod
338686,1672672247,9169,670,10,mod
338682,1672670693,9169,670,10,mod
338677,1672668334,9169,670,10,mod
338663,1672666325,9169,670,10,mod
338650,1672662430,9169,670,3,mod
338648,1672662055,9169,670,9,mod
309499,1672747512,9169,670,10,mod
309498,1672747789,9169,670,9,mod
